55,activityrecognition,vehicle,56
111206,android.sensor.gravity,0.59611756,-0.95571357,9.741747
111255,android.sensor.gyroscope,-0.0023956299,-0.0031738281,-0.0021514893
111306,android.sensor.rotation_vector,-0.057299774,0.005624659,-0.6125408,0.7883393,0.17453292
111358,android.sensor.gravity,0.5997657,-0.95357025,9.741734
111407,android.sensor.game_rotation_vector,-0.0116375405,-0.05643893,0.72216415,0.68931717
111460,android.sensor.accelerometer,0.58177185,-1.0577393,9.580536
111511,android.sensor.rotation_vector,-0.05750089,0.0058925287,-0.61291814,0.7880294,0.17453292
111563,android.sensor.gyroscope,0.0025177002,0.0029449463,0.008834839
111613,android.sensor.gyroscope,4.5776367E-5,0.010269165,2.89917E-4
111664,android.sensor.gyroscope,-0.004837036,0.0029449463,-0.0033874512
111714,android.sensor.gravity,0.5849681,-0.96462286,9.741546
111765,android.sensor.gyroscope,0.0012817383,0.0029449463,-0.0070343018
111817,android.sensor.gyroscope_uncalibrated,0.02986145,4.7302246E-4,-0.023880005,0.026138311,0.013412476,-0.024169922
111867,android.sensor.gravity,0.58992225,-0.9608733,9.741617
111918,android.sensor.magnetic_field,-29.04663,21.762085,-31.822205
111969,android.sensor.magnetic_field,-28.193665,20.567322,-32.32422
112021,android.sensor.geomagnetic_rotation_vector,-0.057304766,-0.0049485457,-0.45417774,0.88905245,0.17453292
112071,android.sensor.linear_acceleration,0.023147404,-0.08266413,-0.0070056915
112123,android.sensor.game_rotation_vector,-0.011866985,-0.056845136,0.72218317,0.68925995
112174,android.sensor.rotation_vector,-0.057879087,0.006165731,-0.61342347,0.78760624,0.17453292
112228,android.sensor.gyroscope,0.006164551,0.0041503906,2.89917E-4
112276,android.sensor.rotation_vector,-0.057574235,0.005713241,-0.6128104,0.7881091,0.17453292
112329,android.sensor.gyroscope,0.0025177002,-0.008056641,-0.008270264
112378,android.sensor.linear_acceleration,-0.03451872,-0.031454086,-0.10111332
112430,android.sensor.gyroscope,4.5776367E-5,0.007827759,2.89917E-4
112480,android.sensor.gyroscope,-0.004837036,5.0354004E-4,-0.0021514893
112530,android.sensor.gyroscope,-0.0072784424,0.0017089844,-0.0058288574
112582,android.sensor.gravity,0.6128006,-0.95546055,9.740737
112632,android.sensor.gyroscope,-0.001159668,5.0354004E-4,0.0015106201
112688,android.sensor.linear_acceleration,-0.049401462,-0.14133549,-0.0038061142
112742,android.sensor.magnetic_field,-26.14746,22.273254,-31.321716
112794,android.sensor.gyroscope,-0.001159668,-0.0043945313,0.0027160645
112853,android.sensor.geomagnetic_rotation_vector,-0.058812045,-0.008055717,-0.44557577,0.893274,0.17453292
112908,android.sensor.magnetic_field,-26.14746,22.273254,-32.32422
112959,android.sensor.gyroscope_uncalibrated,0.023742676,0.005355835,-0.027557373,0.026138311,0.013412476,-0.024169922
113010,android.sensor.geomagnetic_rotation_vector,-0.05979817,-0.008978062,-0.44237158,0.894791,0.17453292
113062,android.sensor.rotation_vector,-0.05985846,0.0038698053,-0.6127645,0.78798586,0.17453292
113114,android.sensor.gyroscope,-0.0023956299,0.0017089844,2.89917E-4
113166,android.sensor.gravity,0.6734281,-0.97172785,9.735124
113215,android.sensor.gyroscope,0.006164551,0.0029449463,-0.0033874512
113267,android.sensor.gravity,0.6899052,-0.9682952,9.734312
113320,android.sensor.rotation_vector,-0.060770217,0.0021702843,-0.6118795,0.78861,0.17453292
113370,android.sensor.gyroscope,-0.0060424805,0.0053863525,-9.460449E-4
113422,android.sensor.game_rotation_vector,-0.0077685253,-0.060891014,0.72192305,0.6892453
113476,android.sensor.accelerometer,0.7497711,-0.99754333,9.569733
113524,android.sensor.accelerometer,0.7786865,-0.9066162,9.512192
113575,android.sensor.orientation,75.34827,5.6701837,4.237965
113628,android.sensor.game_rotation_vector,-0.0070348536,-0.061132442,0.7218812,0.68927556
113681,android.sensor.gravity,0.7330961,-0.9627904,9.7317
113730,android.sensor.gravity,0.73617136,-0.96078825,9.731667
113782,android.sensor.magnetic_field,-24.101257,25.001526,-32.991028
113832,android.sensor.magnetic_field_uncalibrated,-85.25391,-63.087463,-93.84918,-61.833984,-88.77106,-60.523987
113885,android.sensor.gyroscope,-0.0072784424,0.0041503906,0.0039520264
113935,android.sensor.orientation,75.17389,5.599684,4.4002066
113986,android.sensor.gyroscope,0.0025177002,-0.0056152344,0.0015106201
114038,android.sensor.geomagnetic_rotation_vector,-0.06037836,-0.018584052,-0.37647167,0.9242717,0.17453292
114089,android.sensor.rotation_vector,-0.06258534,-0.0010821274,-0.6102087,0.78976405,0.17453292
114142,android.sensor.gyroscope,0.0074005127,0.0053863525,-9.460449E-4
114196,android.sensor.accelerometer,0.806427,-1.0547333,9.641037
114245,android.sensor.accelerometer,0.80888367,-0.9917755,9.604614
114299,android.sensor.gyroscope,-0.0023956299,0.0053863525,0.0039520264
114349,android.sensor.gyroscope,0.0025177002,-0.0068511963,-9.460449E-4
114402,android.sensor.gravity,0.78518367,-0.95694155,9.728213
114453,android.sensor.game_rotation_vector,-0.004685051,-0.063167684,0.72168195,0.6893207
114506,android.sensor.gyroscope,4.5776367E-5,0.006591797,-0.0021514893
114554,android.sensor.orientation,75.06055,5.5941634,4.6467605
114607,android.sensor.game_rotation_vector,-0.0043003927,-0.063375734,0.7216528,0.6893347
114659,android.sensor.gyroscope_uncalibrated,0.024978638,0.017562866,-0.031204224,0.026138311,0.013412476,-0.024169922
114709,android.sensor.geomagnetic_rotation_vector,-0.060614135,-0.022273388,-0.3528735,0.9334399,0.17453292
114761,android.sensor.gyroscope,0.0012817383,-0.0019378662,2.89917E-4
114811,android.sensor.gyroscope,0.0012817383,-0.0056152344,-0.0045928955
114863,android.sensor.gyroscope_uncalibrated,0.027420044,0.021240234,-0.027557373,0.026138311,0.013412476,-0.024169922
114914,android.sensor.gravity,0.81933147,-0.95269936,9.725814
114966,android.sensor.geomagnetic_rotation_vector,-0.061249405,-0.022566691,-0.3604667,0.93048537,0.17453292
115017,android.sensor.gyroscope,0.0012817383,-0.0031738281,-0.0021514893
115068,android.sensor.gyroscope,-0.0072784424,0.010269165,0.0063934326
115119,android.sensor.gyroscope,-0.0023956299,-0.008056641,2.89917E-4
115170,android.sensor.gyroscope,-0.001159668,-0.010498047,-0.0021514893
115224,android.sensor.magnetic_field,-24.441528,22.273254,-26.312256
115274,android.sensor.magnetic_field_uncalibrated,-86.95831,-67.52167,-85.83374,-61.833984,-88.77106,-60.523987
115327,android.sensor.geomagnetic_rotation_vector,-0.062333714,-0.021390216,-0.39458635,0.9164925,0.17453292
115377,android.sensor.gyroscope,0.0037231445,-0.009292603,0.0027160645
115428,android.sensor.orientation,75.01108,5.6560774,4.979954
115480,android.sensor.rotation_vector,-0.06543539,-0.004595541,-0.6089919,0.7904593,0.17453292
115532,android.sensor.geomagnetic_rotation_vector,-0.063963026,-0.019795923,-0.42012805,0.9049913,0.17453292
115583,android.sensor.geomagnetic_rotation_vector,-0.06406563,-0.01974894,-0.42138004,0.9044028,0.17453292
115636,android.sensor.gyroscope,0.0012817383,0.010269165,-0.0033874512
115685,android.sensor.game_rotation_vector,-0.0023380066,-0.06613717,0.7215034,0.68924105
115739,android.sensor.accelerometer,0.83743286,-0.8776703,9.517792
115790,android.sensor.rotation_vector,-0.06584085,-0.004979895,-0.6089229,0.7904765,0.17453292
115841,android.sensor.game_rotation_vector,-0.0020677806,-0.066181935,0.7214859,0.6892559
115893,android.sensor.gravity,0.87046975,-0.9654681,9.72011
115945,android.sensor.gyroscope,4.5776367E-5,0.007827759,-9.460449E-4
115996,android.sensor.gravity,0.875931,-0.9690053,9.719268
116055,android.sensor.light,71.0,0.0,0.0
116107,android.sensor.gyroscope,0.0025177002,0.0017089844,-0.0021514893
116158,android.sensor.gravity,0.8785644,-0.96314955,9.719612
116209,android.sensor.linear_acceleration,-0.037910223,0.027882993,-0.06719971
116261,android.sensor.accelerometer,0.8972931,-0.9042969,9.606827
116313,android.sensor.gyroscope_uncalibrated,0.028656006,0.020004272,-0.020217896,0.026138311,0.013412476,-0.024169922
116367,android.sensor.magnetic_field,-26.65863,25.512695,-30.48706
116416,android.sensor.gyroscope_uncalibrated,0.028656006,0.007797241,-0.023880005,0.026138311,0.013412476,-0.024169922
116466,android.sensor.accelerometer,0.91693115,-0.8987732,9.5603485
116521,android.sensor.gyroscope_uncalibrated,0.027420044,0.016357422,-0.022659302,0.026138311,0.013412476,-0.024169922
116574,android.sensor.accelerometer,0.83587646,-0.9056549,9.463638
116627,android.sensor.gyroscope,-0.0036010742,0.0029449463,-0.0045928955
116678,android.sensor.gravity,0.8930776,-0.9565593,9.71894
116729,android.sensor.accelerometer,0.86428833,-0.95674133,9.418808
116781,android.sensor.light,78.0,0.0,0.0
116830,android.sensor.gyroscope,-0.0036010742,-0.0031738281,0.0015106201
116882,android.sensor.geomagnetic_rotation_vector,-0.06378435,-0.023095507,-0.39575136,0.9158488,0.17453292
116932,android.sensor.accelerometer,0.87979126,-1.0610046,9.537994
116983,android.sensor.linear_acceleration,0.010477185,-0.08927667,-0.06463337
117033,android.sensor.rotation_vector,-0.0674478,-0.006278449,-0.60885507,0.790384,0.17453292
117087,android.sensor.magnetic_field,-25.636292,25.852966,-32.49054
117138,android.sensor.accelerometer,0.8683319,-0.9151459,9.438446
117187,android.sensor.rotation_vector,-0.06756255,-0.006288099,-0.6089275,0.7903183,0.17453292
117237,android.sensor.orientation,74.897156,5.675009,5.304642
117288,android.sensor.magnetic_field,-21.714783,23.63739,-33.659363
117340,android.sensor.gravity,0.90888864,-0.9606811,9.717067
117391,android.sensor.accelerometer,0.9089203,-0.91648865,9.555176
117441,android.sensor.game_rotation_vector,-4.4536195E-4,-0.068013884,0.7213569,0.68921554
117495,android.sensor.gyroscope,-0.0023956299,0.0017089844,0.007598877
117545,android.sensor.gyroscope,0.0074005127,-0.010498047,-0.0021514893
117594,android.sensor.game_rotation_vector,-5.525436E-4,-0.068259545,0.7213538,0.6891945
117650,android.sensor.gyroscope,4.5776367E-5,-0.009292603,-9.460449E-4
117701,android.sensor.game_rotation_vector,-4.14195E-4,-0.068169035,0.7213492,0.6892084
117752,android.sensor.accelerometer,0.8536835,-1.0278473,9.5208435
117803,android.sensor.game_rotation_vector,-1.10548724E-4,-0.068073556,0.721335,0.68923277
117854,android.sensor.rotation_vector,-0.06777557,-0.0070478683,-0.6083702,0.7907228,0.17453292
117908,android.sensor.gyroscope,0.0012817383,0.0017089844,0.0063934326
117959,android.sensor.gyroscope,0.0049591064,5.0354004E-4,0.0015106201
118010,android.sensor.rotation_vector,-0.06769778,-0.007015236,-0.6083455,0.7907487,0.17453292
118062,android.sensor.linear_acceleration,-0.014269114,-0.063557744,-0.007276535
118114,android.sensor.orientation,74.88428,5.684873,5.3678627
118168,android.sensor.rotation_vector,-0.0678247,-0.0070878197,-0.60836774,0.79072005,0.17453292
118221,android.sensor.gyroscope,-0.0023956299,5.0354004E-4,-0.0033874512
118271,android.sensor.game_rotation_vector,1.8665536E-4,-0.06809715,0.72130954,0.689257
118325,android.sensor.accelerometer,0.8739624,-0.85969543,9.395004
118374,android.sensor.gravity,0.9244483,-0.96678084,9.714994
118426,android.sensor.game_rotation_vector,2.8411925E-4,-0.06821545,0.72128195,0.6892742
118477,android.sensor.gyroscope,-0.0072784424,-0.020263672,0.008834839
118528,android.sensor.gyroscope,-0.0023956299,5.0354004E-4,-0.0033874512
118580,android.sensor.accelerometer,0.8752594,-0.9417114,9.567352
118631,android.sensor.linear_acceleration,-0.019565403,-0.085063696,-0.09249306
118685,android.sensor.gravity,0.9349375,-0.9669098,9.713978
118735,android.sensor.gyroscope,-0.001159668,-0.009292603,-9.460449E-4
118789,android.sensor.geomagnetic_rotation_vector,-0.0634998,-0.025341444,-0.37612107,0.92404467,0.17453292
118840,android.sensor.orientation,74.822235,5.671622,5.4602804
118891,android.sensor.light,81.0,0.0,0.0
118942,android.sensor.gravity,0.935586,-0.9653286,9.714072
118993,android.sensor.game_rotation_vector,4.232568E-4,-0.068982214,0.72129005,0.6891894
119046,android.sensor.accelerometer,0.90374756,-1.0073395,9.579498
119096,android.sensor.gravity,0.93582016,-0.9768912,9.712894
119146,android.sensor.rotation_vector,-0.06870821,-0.0073916386,-0.60871136,0.79037654,0.17453292
119197,android.sensor.gyroscope,-0.0036010742,-0.009292603,0.010040283
119249,android.sensor.gravity,0.935105,-0.97599024,9.713054
119299,android.sensor.gyroscope_uncalibrated,0.024978638,0.0029144287,-0.022659302,0.026138311,0.013412476,-0.024169922
119352,android.sensor.magnetic_field,-19.66858,20.567322,-21.969604
119400,android.sensor.gravity,0.93856764,-0.96634454,9.713684
119452,android.sensor.rotation_vector,-0.06844074,-0.007918558,-0.60802794,0.79092044,0.17453292
119503,android.sensor.accelerometer,0.92315674,-1.0651245,9.512482
119555,android.sensor.game_rotation_vector,5.144694E-4,-0.069053,0.7213461,0.6891235
119604,android.sensor.orientation,74.92685,5.7515583,5.5047474
119655,android.sensor.linear_acceleration,0.033425152,-0.08521342,0.041282654
119707,android.sensor.magnetic_field,-20.52002,17.32788,-19.13147
119758,android.sensor.accelerometer,0.88790894,-1.1006927,9.563309
119809,android.sensor.gravity,0.9401762,-0.9765219,9.712511
119859,android.sensor.game_rotation_vector,1.8933933E-4,-0.06918654,0.72137666,0.68907833
119912,android.sensor.gyroscope,4.5776367E-5,0.0029449463,-9.460449E-4
119963,android.sensor.gyroscope,0.0037231445,-7.324219E-4,-0.0070343018
120016,android.sensor.gyroscope,-0.0036010742,-0.011734009,0.0027160645
120066,android.sensor.gyroscope,4.5776367E-5,0.0053863525,0.0063934326
120117,android.sensor.gyroscope,4.5776367E-5,5.0354004E-4,2.89917E-4
120174,android.sensor.gyroscope,-0.0060424805,0.0029449463,-9.460449E-4
120219,android.sensor.gravity,0.9370406,-0.97015214,9.713452
120272,android.sensor.accelerometer,0.98368835,-0.97610474,9.624954
120322,android.sensor.accelerometer,0.8999176,-1.0026245,9.520081
120376,android.sensor.game_rotation_vector,1.7512977E-4,-0.069177754,0.72138417,0.6890713
120431,android.sensor.accelerometer,0.9215698,-1.0355682,9.516602
120479,android.sensor.gravity,0.9395985,-0.968412,9.713379
120531,android.sensor.magnetic_field,-22.90802,24.830627,-19.13147
120584,android.sensor.gravity,0.9349006,-0.9638177,9.714289
120634,android.sensor.gyroscope,0.006164551,0.0017089844,2.89917E-4
120686,android.sensor.gravity,0.9318635,-0.9628594,9.714675
120736,android.sensor.rotation_vector,-0.06813926,-0.007810148,-0.6079154,0.79103404,0.17453292
120790,android.sensor.accelerometer,0.92056274,-0.99328613,9.599258
120840,android.sensor.gyroscope,-0.001159668,-0.0043945313,2.89917E-4
120894,android.sensor.gyroscope,0.0037231445,0.0041503906,-0.0045928955
120947,android.sensor.rotation_vector,-0.06849568,-0.0070716846,-0.6088593,0.7902839,0.17453292
120999,android.sensor.magnetic_field,-26.14746,26.365662,-18.296814
121052,android.sensor.gyroscope,-0.0023956299,0.006591797,0.0039520264
121102,android.sensor.gyroscope,0.0012817383,0.0053863525,-0.0021514893
121153,android.sensor.rotation_vector,-0.06856181,-0.0073947827,-0.6086044,0.7904716,0.17453292
121207,android.sensor.gyroscope,-0.004837036,-7.324219E-4,-0.0045928955
121258,android.sensor.accelerometer,0.9140625,-0.93133545,9.544998
121308,android.sensor.gyroscope,-0.004837036,-0.0019378662,2.89917E-4
121360,android.sensor.gravity,0.9341078,-0.9739364,9.713355
121412,android.sensor.accelerometer,0.9065399,-0.99916077,9.594864
121464,android.sensor.gyroscope,4.5776367E-5,0.0017089844,-0.0045928955
121518,android.sensor.magnetic_field,-24.612427,25.170898,-24.475098
121568,android.sensor.gyroscope,-0.004837036,0.007827759,0.0015106201
121624,android.sensor.gyroscope,0.0025177002,-0.0068511963,0.0039520264
121674,android.sensor.rotation_vector,-0.06921804,-0.007328602,-0.60913295,0.7900077,0.17453292
121727,android.sensor.game_rotation_vector,8.8839544E-5,-0.06950614,0.7214317,0.6889885
121777,android.sensor.gyroscope_uncalibrated,0.022537231,0.010238647,-0.026321411,0.026062017,0.012878418,-0.024169922
121828,android.sensor.rotation_vector,-0.06904831,-0.0073821065,-0.6089621,0.79015374,0.17453292
121879,android.sensor.gyroscope,1.2207031E-4,0.0046844482,2.89917E-4
121930,android.sensor.gyroscope,-0.0035247803,-1.9836426E-4,-9.460449E-4
121987,android.sensor.gyroscope,-0.002319336,-1.9836426E-4,-9.460449E-4
122037,android.sensor.game_rotation_vector,4.0410196E-5,-0.069403514,0.72143865,0.6889916
122089,android.sensor.orientation,74.94501,5.76333,5.50522
122141,android.sensor.magnetic_field_uncalibrated,-82.69653,-61.21216,-77.98462,-61.833984,-88.77106,-60.523987
122193,android.sensor.magnetic_field_uncalibrated,-85.59418,-59.677124,-78.48663,-61.833984,-88.77106,-60.523987
122247,android.sensor.geomagnetic_rotation_vector,-0.06398906,-0.02946012,-0.3310166,0.94099176,0.17453292
122298,android.sensor.accelerometer,0.92871094,-0.9693451,9.493088
122348,android.sensor.game_rotation_vector,5.0485507E-4,-0.070090905,0.72140384,0.6889583
122400,android.sensor.gyroscope,0.0025939941,-0.0026397705,-9.460449E-4
122452,android.sensor.gravity,0.95711476,-0.9791008,9.710596
122503,android.sensor.accelerometer,0.9676666,-0.94807434,9.533524
122556,android.sensor.gyroscope,-0.001083374,0.002243042,-0.0033874512
122606,android.sensor.orientation,74.841736,5.7329297,5.629052
122656,android.sensor.gyroscope,-0.002319336,0.0046844482,-0.0033874512
122708,android.sensor.gravity,0.9648965,-0.97834057,9.709903
122762,android.sensor.gyroscope,-0.0035247803,-0.009963989,0.0063934326
122812,android.sensor.magnetic_field,-32.115173,28.923035,-19.465637
122860,android.sensor.linear_acceleration,-0.04577905,-0.1212253,-0.069833755
122911,android.sensor.game_rotation_vector,9.3085924E-4,-0.07050003,0.7213654,0.6889563
122963,android.sensor.magnetic_field,-32.28607,29.434204,-21.635437
123013,android.sensor.magnetic_field,-30.410767,29.945374,-22.137451
123065,android.sensor.geomagnetic_rotation_vector,-0.066010006,-0.02481704,-0.39732012,0.9149664,0.17453292
123115,android.sensor.gravity,0.95850354,-0.98213404,9.710154
123166,android.sensor.gravity,0.95642966,-0.97993654,9.71058
123216,android.sensor.magnetic_field,-28.022766,30.627441,-24.14093
123267,android.sensor.gyroscope,-0.0035247803,-0.0014038086,-0.009475708
123321,android.sensor.accelerometer,0.9015808,-0.9594269,9.507004
123369,android.sensor.accelerometer,0.9369507,-0.87202454,9.561356
123422,android.sensor.gyroscope,1.2207031E-4,0.008361816,-9.460449E-4
123471,android.sensor.orientation,74.85986,5.729135,5.57578
123522,android.sensor.gyroscope,-0.002319336,-0.0050811768,-9.460449E-4
123573,android.sensor.gyroscope,-0.004760742,-0.0063171387,-0.0021514893
123627,android.sensor.accelerometer,0.90423584,-0.937088,9.572968
123679,android.sensor.gyroscope,1.2207031E-4,0.002243042,0.0027160645
123728,android.sensor.gyroscope_uncalibrated,0.032302856,0.012680054,-0.025115967,0.026062017,0.012878418,-0.024169922
123780,android.sensor.gyroscope,-0.001083374,-0.0026397705,0.0015106201
123832,android.sensor.gravity,0.9333208,-0.9822748,9.712592
123883,android.sensor.orientation,74.967926,5.761606,5.447904
123934,android.sensor.accelerometer,0.8659668,-0.92648315,9.521973
123986,android.sensor.gyroscope,0.0013580322,-0.0063171387,-0.0033874512
124036,android.sensor.gravity,0.9256417,-0.97297513,9.714262
124088,android.sensor.gyroscope,-0.0072021484,0.0071258545,-0.0021514893
124139,android.sensor.accelerometer,0.83451843,-0.9101715,9.491058
124192,android.sensor.gyroscope,-0.001083374,0.003479004,0.0015106201
124242,android.sensor.gravity,0.91459394,-0.9840651,9.714191
124293,android.sensor.gyroscope,0.0013580322,0.003479004,2.89917E-4
124343,android.sensor.gyroscope,0.0025939941,0.002243042,0.0015106201
124393,android.sensor.gyroscope,0.0025939941,0.003479004,0.0015106201
124447,android.sensor.gyroscope,-0.002319336,-0.0050811768,0.0015106201
124498,android.sensor.gyroscope,-0.001083374,0.00592041,-9.460449E-4
124548,android.sensor.game_rotation_vector,-0.0019527208,-0.06803709,0.7216715,0.6888813
124598,android.sensor.gyroscope,-0.0035247803,0.00592041,0.008834839
124649,android.sensor.gyroscope_uncalibrated,0.027420044,0.01512146,-0.028762817,0.026062017,0.012878418,-0.024169922
124699,android.sensor.gyroscope_uncalibrated,0.027420044,0.018798828,-0.020217896,0.026062017,0.012878418,-0.024169922
124750,android.sensor.orientation,75.16107,5.794652,5.1259665
124803,android.sensor.rotation_vector,-0.0671747,-0.004239442,-0.61055195,0.78911084,0.17453292
124857,android.sensor.gyroscope,-0.002319336,-1.9836426E-4,0.011276245
124907,android.sensor.gyroscope,-0.0072021484,0.0046844482,2.89917E-4
124957,android.sensor.accelerometer,0.7897949,-0.86065674,9.512039
125007,android.sensor.rotation_vector,-0.0670228,-0.0038034003,-0.6108466,0.78889793,0.17453292
125058,android.sensor.gyroscope,-0.002319336,0.013244629,0.0039520264
125110,android.sensor.gravity,0.8511383,-0.9951087,9.718833
125161,android.sensor.accelerometer,0.87442017,-0.95936584,9.676697
125212,android.sensor.rotation_vector,-0.066774555,-0.0027311463,-0.61165696,0.7882953,0.17453292
125263,android.sensor.rotation_vector,-0.06665059,-0.0027843541,-0.61152023,0.7884117,0.17453292
125314,android.sensor.gravity,0.84132105,-0.9954786,9.719649
125366,android.sensor.linear_acceleration,-0.04666531,0.035839498,0.0077848434
125417,android.sensor.geomagnetic_rotation_vector,-0.061328813,-0.023545902,-0.30830276,0.9490173,0.17453292
125468,android.sensor.geomagnetic_rotation_vector,-0.06092656,-0.023278872,-0.3084824,0.94899136,0.17453292
125518,android.sensor.linear_acceleration,-0.06327397,0.03223616,-0.043016434
125571,android.sensor.accelerometer,0.75805664,-0.9553375,9.527359
125620,android.sensor.gravity,0.81534225,-0.9857533,9.722854
125673,android.sensor.gyroscope_uncalibrated,0.024978638,0.018798828,-0.023880005,0.026062017,0.012878418,-0.024169922
125726,android.sensor.game_rotation_vector,-0.005056012,-0.064926945,0.7219725,0.6888502
125777,android.sensor.game_rotation_vector,-0.0052271625,-0.064950295,0.7219819,0.68883693
125829,android.sensor.gyroscope,-0.0059661865,-0.0014038086,0.0039520264
125879,android.sensor.gyroscope,0.0013580322,0.003479004,2.89917E-4
125931,android.sensor.accelerometer,0.7963104,-0.9395752,9.628403
125985,android.sensor.magnetic_field,-31.262207,42.393494,-33.325195
126034,android.sensor.rotation_vector,-0.064982876,-6.2961614E-4,-0.61230993,0.7879425,0.17453292
126085,android.sensor.magnetic_field,-32.79724,41.19873,-33.158875
126136,android.sensor.accelerometer,0.79904175,-0.98313904,9.596207
126188,android.sensor.orientation,75.524445,5.871504,4.5493283
126238,android.sensor.game_rotation_vector,-0.0065806787,-0.064334966,0.722099,0.68876034
126287,android.sensor.magnetic_field_uncalibrated,-94.12079,-46.037292,-95.52002,-61.833984,-88.77106,-60.523987
126342,android.sensor.geomagnetic_rotation_vector,-0.06045344,-0.020452019,-0.31899664,0.9456047,0.17453292
126397,android.sensor.gyroscope,-0.002319336,-1.9836426E-4,0.0015106201
126447,android.sensor.accelerometer,0.6904907,-1.0116425,9.500671
126497,android.sensor.orientation,75.494415,5.8292503,4.466584
126548,android.sensor.orientation,75.459595,5.801044,4.447159
126599,android.sensor.gyroscope,0.0013580322,-1.9836426E-4,0.0063934326
126650,android.sensor.gyroscope_uncalibrated,0.023742676,0.009017944,-0.021453857,0.026062017,0.012878418,-0.024169922
126701,android.sensor.rotation_vector,-0.06361201,7.144535E-4,-0.6125626,0.7878579,0.17453292
126751,android.sensor.gravity,0.74952775,-0.99028414,9.727689
126803,android.sensor.game_rotation_vector,-0.007321282,-0.062920086,0.7222482,0.6887271
126856,android.sensor.gyroscope,0.0037994385,-0.0026397705,-0.0033874512
126904,android.sensor.accelerometer,0.65834045,-0.9924927,9.511612
126955,android.sensor.rotation_vector,-0.06322266,0.0013821193,-0.6128918,0.7876323,0.17453292
127006,android.sensor.accelerometer,0.73799133,-0.9675293,9.612305
127058,android.sensor.gravity,0.7321202,-0.99327636,9.72871
127108,android.sensor.geomagnetic_rotation_vector,-0.059106193,-0.019061977,-0.31366983,0.947499,0.17453292
127159,android.sensor.accelerometer,0.64816284,-0.93981934,9.500931
127210,android.sensor.gyroscope,-0.002319336,0.0071258545,2.89917E-4
127260,android.sensor.linear_acceleration,-0.016405582,0.036458433,-0.008550644
127313,android.sensor.accelerometer,0.6917877,-0.8896179,9.588272
127361,android.sensor.gyroscope,-0.001083374,0.00592041,0.0063934326
127413,android.sensor.game_rotation_vector,-0.007954862,-0.061491907,0.7223283,0.68876505
127463,android.sensor.rotation_vector,-0.06188423,0.001735007,-0.612269,0.7882221,0.17453292
127515,android.sensor.gyroscope,0.0050354004,-0.0026397705,0.0039520264
127566,android.sensor.gyroscope,-0.001083374,-0.0063171387,0.0027160645
127617,android.sensor.gyroscope,-0.001083374,-0.0026397705,-9.460449E-4
127668,android.sensor.gravity,0.7088791,-0.98859507,9.730907
127720,android.sensor.gyroscope,0.0025939941,-0.0026397705,0.0015106201
127771,android.sensor.gyroscope,-0.002319336,0.0010375977,-0.0045928955
127820,android.sensor.accelerometer,0.6734009,-1.0231781,9.659058
127870,android.sensor.linear_acceleration,5.682111E-4,-0.0028535724,-0.02118969
127922,android.sensor.gyroscope,0.0050354004,0.008361816,-0.0021514893
127974,android.sensor.gyroscope,-0.008407593,0.003479004,0.0063934326
128026,android.sensor.accelerometer,0.69415283,-0.9201813,9.550308
128076,android.sensor.gravity,0.69578767,-0.9853591,9.732181
128127,android.sensor.rotation_vector,-0.061635647,0.0028596707,-0.6131056,0.7875877,0.17453292
128178,android.sensor.orientation,75.58676,5.782288,4.0685635
128229,android.sensor.accelerometer,0.6742401,-0.9431,9.62677
128281,android.sensor.gyroscope,0.0025939941,-0.0050811768,-9.460449E-4
128330,android.sensor.gravity,0.6958303,-0.989275,9.73178
128381,android.sensor.gyroscope,0.0050354004,0.003479004,0.0063934326
128432,android.sensor.gyroscope,1.2207031E-4,-0.0026397705,2.89917E-4
128483,android.sensor.gyroscope,0.0013580322,-0.008758545,0.008834839
128533,android.sensor.gyroscope_uncalibrated,0.031097412,0.016357422,-0.021453857,0.026062017,0.012878418,-0.024169922
128584,android.sensor.gravity,0.68729645,-0.985163,9.732803
128636,android.sensor.magnetic_field,-30.58014,41.029358,-37.33368
128685,android.sensor.gravity,0.68150544,-0.9841412,9.7333145
128736,android.sensor.gravity,0.6817379,-0.98183197,9.733531
128789,android.sensor.gyroscope,0.0025939941,-0.0038604736,2.89917E-4
128839,android.sensor.linear_acceleration,-0.017801762,0.009455085,-0.022274971
128891,android.sensor.gyroscope,-0.001083374,0.009567261,-0.0033874512
128942,android.sensor.gyroscope,0.0013580322,0.0071258545,0.0039520264
128992,android.sensor.gyroscope,1.2207031E-4,0.00592041,0.0039520264
129043,android.sensor.orientation,75.64249,5.7803907,3.9236794
129095,android.sensor.accelerometer,0.6036072,-0.99923706,9.56749
129144,android.sensor.linear_acceleration,0.039286137,-0.009382904,0.06816006
129195,android.sensor.geomagnetic_rotation_vector,-0.05927738,-0.01564332,-0.32115865,0.9450389,0.17453292
129248,android.sensor.gyroscope,1.2207031E-4,-0.0038604736,0.0015106201
129298,android.sensor.gyroscope,0.0025939941,0.003479004,-0.0021514893
129348,android.sensor.gyroscope,1.2207031E-4,0.00592041,0.0015106201
129399,android.sensor.gyroscope,-0.001083374,0.003479004,0.0015106201
129449,android.sensor.gyroscope,0.0037994385,0.0046844482,-0.0033874512
129499,android.sensor.gyroscope,1.2207031E-4,0.0046844482,0.0027160645
129550,android.sensor.gyroscope,0.0013580322,0.0071258545,0.0015106201
