63,activityrecognition,vehicle,46
4347,android.sensor.accelerometer,1.9153614,-2.135628,9.557653
4398,android.sensor.accelerometer,1.8195933,-2.1452048,9.816227
4447,android.sensor.accelerometer,1.8962077,-2.087744,9.768343
4498,android.sensor.accelerometer,2.1930888,-1.8579005,9.864111
4550,android.sensor.game_rotation_vector,0.037918,-0.133273,0.811916,0.56709
4602,android.sensor.gyroscope_uncalibrated,0.15393804,-0.2724459,-0.089186326,0.012217305,0.04642576,-0.0012217305
4658,android.sensor.accelerometer,2.1739352,-1.436521,9.203311
4707,android.sensor.accelerometer,2.1930888,-1.388637,9.155427
4757,android.sensor.accelerometer,2.2505496,-1.4556746,9.136273
4807,android.sensor.accelerometer,2.3558946,-1.5131354,9.423578
4910,android.sensor.game_rotation_vector,0.055138,-0.138821,0.810647,0.566162
4961,android.sensor.gyroscope_uncalibrated,0.0012217305,0.15760323,0.02687807,0.012217305,0.04642576,-0.0012217305
5013,android.sensor.orientation,134.86,10.0199995,13.759999
5067,android.sensor.accelerometer,2.2122424,-1.6280571,9.490616
5118,android.sensor.accelerometer,2.087744,-1.6663644,9.576807
5218,android.sensor.geomagnetic_rotation_vector,-0.124482,0.039142,-0.915707,0.380068,0.0
5327,android.sensor.accelerometer,1.7717092,-1.6376339,9.595961
5377,android.sensor.accelerometer,1.7142484,-1.5993267,9.615114
5428,android.sensor.accelerometer,1.8195933,-1.6567876,9.634268
5477,android.sensor.accelerometer,1.733402,-1.6567876,9.595961
5529,android.sensor.accelerometer,1.7238252,-1.6376339,9.634268
5687,android.sensor.accelerometer,1.7238252,-1.6950948,9.576807
5737,android.sensor.accelerometer,1.7238252,-1.685518,9.624691
5787,android.sensor.accelerometer,1.7429788,-1.6950948,9.615114
5837,android.sensor.accelerometer,1.7717092,-1.733402,9.624691
5887,android.sensor.accelerometer,1.733402,-1.733402,9.624691
5937,android.sensor.accelerometer,1.733402,-1.7142484,9.634268
5987,android.sensor.accelerometer,1.7046716,-1.7238252,9.624691
6038,android.sensor.accelerometer,1.733402,-1.6567876,9.682152
6090,android.sensor.game_rotation_vector,0.021588,-0.120762,0.814779,0.566643
6143,android.sensor.game_rotation_vector,0.020608,-0.119889,0.81486,0.566749
6198,android.sensor.accelerometer,1.7717092,-1.6280571,9.576807
6248,android.sensor.accelerometer,1.6759412,-1.5801731,9.557653
6297,android.sensor.accelerometer,1.6472107,-1.6950948,9.548077
6350,android.sensor.game_rotation_vector,0.018475,-0.120725,0.815825,0.565254
6400,android.sensor.game_rotation_vector,0.016798,-0.120614,0.816226,0.56475097
6450,android.sensor.magnetic_field_uncalibrated,108.9375,153.5625,143.3125,132.0,159.875,180.6875
6503,android.sensor.orientation,133.09,10.719999,9.26
6554,android.sensor.rotation_vector,-0.110575,0.054239,-0.913069,0.38876,0.0
6617,android.sensor.magnetic_field,-20.125,-8.5625,-38.875
6707,android.sensor.accelerometer,1.5514427,-1.7429788,9.394848
6758,android.sensor.geomagnetic_rotation_vector,-0.098339,0.052447,-0.917795,0.381089,0.0
6809,android.sensor.rotation_vector,-0.096862,0.056907,-0.918845,0.37828898,0.0
6860,android.sensor.game_rotation_vector,0.003924,-0.112783,0.813683,0.570249
6911,android.sensor.magnetic_field_uncalibrated,111.875,149.125,141.8125,132.0,159.875,180.6875
6962,android.sensor.game_rotation_vector,0.00243,-0.113584,0.812332,0.572022
7017,android.sensor.accelerometer,1.13964,-1.6567876,9.739613
7067,android.sensor.accelerometer,1.1300632,-1.7238252,9.701305
7117,android.sensor.accelerometer,1.1492168,-1.7142484,9.672575
7167,android.sensor.accelerometer,1.2449849,-1.8004397,9.701305
7217,android.sensor.accelerometer,1.3311762,-1.9632454,9.720459
7268,android.sensor.accelerometer,1.3790601,-2.078167,9.797073
7318,android.sensor.geomagnetic_rotation_vector,-0.102233,0.07361,-0.930548,0.343815,0.0
7369,android.sensor.game_rotation_vector,-8.57E-4,-0.113175,0.81907,0.562417
7420,android.sensor.game_rotation_vector,3.33E-4,-0.113475,0.818898,0.562609
7470,android.sensor.magnetic_field_uncalibrated,112.5625,152.0625,143.3125,132.0,159.875,180.6875
7572,android.sensor.orientation,134.19,10.9,7.2999997
7622,android.sensor.game_rotation_vector,-0.001983,-0.117325,0.81893,0.561768
7677,android.sensor.accelerometer,1.3599066,-2.0590134,9.720459
7727,android.sensor.accelerometer,1.3790601,-2.1068976,9.758766
7777,android.sensor.accelerometer,1.3694834,-2.1452048,9.710882
7827,android.sensor.accelerometer,1.3024458,-2.1164744,9.615114
7877,android.sensor.accelerometer,1.2737153,-2.0973208,9.595961
7979,android.sensor.gravity,1.1503,-2.0629,9.5178995
8030,android.sensor.magnetic_field_uncalibrated,112.5625,155.75,141.8125,132.0,159.875,180.6875
8082,android.sensor.orientation,133.98999,12.3,6.62
8138,android.sensor.accelerometer,1.0821792,-1.982399,9.557653
8187,android.sensor.accelerometer,0.9576807,-1.8004397,9.346964
8240,android.sensor.accelerometer,0.82360536,-1.8291701,9.232041
8287,android.sensor.accelerometer,0.7278373,-1.7621324,9.11712
8340,android.sensor.game_rotation_vector,-0.028369,-0.129513,0.82737297,0.545778
8390,android.sensor.game_rotation_vector,-0.040736,-0.139274,0.83044,0.537877
8443,android.sensor.orientation,130.81,18.6,3.8
8494,android.sensor.orientation,134.86,20.279999,6.0899997
8548,android.sensor.accelerometer,-1.3790601,-3.9552212,10.0269165
8600,android.sensor.accelerometer,2.681506,-3.8402996,9.797073
8647,android.sensor.accelerometer,1.3311762,-4.3766007,9.691729
8698,android.sensor.gravity,2.1952999,-3.5001,8.8937
8749,android.sensor.game_rotation_vector,-0.065055996,-0.217401,0.682361,0.694901
8800,android.sensor.game_rotation_vector,-0.106175,-0.22186,0.677535,0.693145
8851,android.sensor.gyroscope_uncalibrated,-2.7159069,1.8936822,-0.9272934,0.012217305,0.04642576,-0.0012217305
8902,android.sensor.orientation,169.84999,36.309998,2.1
8958,android.sensor.accelerometer,-2.432509,-6.2823853,7.872135
9008,android.sensor.accelerometer,-3.1603463,-5.995081,7.4507556
9059,android.sensor.geomagnetic_rotation_vector,-0.089045,-0.343741,0.931611,0.077549,0.0
9112,android.sensor.game_rotation_vector,-0.393805,-0.123545,0.576627,0.705091
9162,android.sensor.orientation,185.48999,48.5,-20.359999
9216,android.sensor.orientation,189.05,46.239998,-21.289999
9267,android.sensor.accelerometer,-6.435614,-6.291962,8.580819
9317,android.sensor.accelerometer,-2.1260512,-6.244078,8.293514
9368,android.sensor.rotation_vector,-0.196488,-0.315544,0.926548,0.057726,0.0
9420,android.sensor.game_rotation_vector,-0.359526,-0.049277,0.509945,0.779915
9472,android.sensor.orientation,198.22,40.079998,-15.96
9524,android.sensor.orientation,199.2,37.76,-13.559999
9578,android.sensor.accelerometer,-1.2641385,-5.889736,7.747637
9630,android.sensor.game_rotation_vector,-0.312091,-0.085954,0.495149,0.806249
9680,android.sensor.gyroscope,-1.5027285,0.16371189,0.39095375
9731,android.sensor.orientation,200.86,46.21,-12.559999
9782,android.sensor.orientation,201.17,48.64,-15.57
9837,android.sensor.accelerometer,-1.6089035,-6.7708025,7.9008656
9887,android.sensor.accelerometer,-3.7253778,-7.2209125,6.397307
9937,android.sensor.accelerometer,-2.72939,-7.967903,7.019799
9987,android.sensor.accelerometer,-2.327164,-6.7708025,7.335834
10038,android.sensor.accelerometer,-2.27928,-6.8665705,9.212888
10088,android.sensor.accelerometer,-1.934515,-6.9527617,10.295067
10139,android.sensor.accelerometer,-2.72939,-5.6982,9.165004
10190,android.sensor.game_rotation_vector,-0.27664798,-0.100294,0.577282,0.761677
10242,android.sensor.game_rotation_vector,-0.241268,-0.101115,0.595954,0.759212
10292,android.sensor.orientation,186.20999,26.289999,-5.77
10347,android.sensor.accelerometer,-0.92895025,-4.4819455,8.695741
10397,android.sensor.accelerometer,-0.37349546,-5.0278234,8.0445175
10447,android.sensor.accelerometer,1.4173675,-3.41892,8.207323
10497,android.sensor.accelerometer,-0.7182605,-2.1930888,8.6574335
10548,android.sensor.geomagnetic_rotation_vector,-0.045841,0.157042,-0.986512,0.005373,0.0
10597,android.sensor.accelerometer,2.5761611,-2.5474305,8.628703
10650,android.sensor.gyroscope_uncalibrated,0.5534439,-0.20891592,-0.21624629,0.012217305,0.04642576,-0.0012217305
10702,android.sensor.gyroscope,0.48380527,-0.17715092,-0.21135938
10751,android.sensor.orientation,181.26,9.5,10.41
10802,android.sensor.orientation,181.84999,8.41,10.42
10857,android.sensor.accelerometer,1.1109096,-0.8810662,9.184157
10907,android.sensor.accelerometer,1.5801731,-1.0055647,9.346964
10958,android.sensor.accelerometer,1.4748282,-1.283292,9.528923
11007,android.sensor.accelerometer,1.7525556,-1.292869,9.768343
11058,android.sensor.accelerometer,1.685518,-1.2737153,9.548077
11108,android.sensor.accelerometer,1.6567876,-1.1587936,9.768343
11157,android.sensor.accelerometer,1.4556746,-1.2737153,9.835381
11214,android.sensor.orientation,182.56999,7.6699996,8.429999
11267,android.sensor.accelerometer,1.4556746,-1.2545617,9.586384
11317,android.sensor.accelerometer,1.5610195,-1.3982137,9.662998
11367,android.sensor.accelerometer,1.6089035,-1.292869,9.998186
11417,android.sensor.accelerometer,1.3982137,-1.3694834,9.940725
11522,android.sensor.game_rotation_vector,-0.014003,-0.092996,0.643796,0.759395
11573,android.sensor.orientation,181.83,8.0,6.5099998
11626,android.sensor.orientation,181.59999,7.99,6.25
11677,android.sensor.accelerometer,0.90021986,-1.5801731,11.760319
11727,android.sensor.accelerometer,1.0055647,-1.532289,9.825804
11777,android.sensor.accelerometer,0.9576807,-1.6567876,9.030929
-12126,sound,53.10276869622764
-12626,sound,53.47883997268176
1,android.sensor.light,5258.0,3825.0,0.0
34,android.sensor.accelerometer,1.1204864,-1.6376339,9.816227
52,android.sensor.accelerometer,1.0726024,-1.6089035,9.749189
103,android.sensor.accelerometer,1.0630256,-1.685518,9.615114
153,android.sensor.accelerometer,1.0247183,-1.6376339,9.653421
204,android.sensor.accelerometer,1.1013328,-1.6663644,9.56723
255,android.sensor.gravity,1.0018,-1.6547999,9.6139
308,android.sensor.accelerometer,1.0342951,-1.6759412,9.768343
363,android.sensor.orientation,181.47,9.98,5.75
417,android.sensor.accelerometer,1.0247183,-1.7812861,9.80665
-466,sound,-Infinity
517,android.sensor.accelerometer,1.043872,-1.7908629,9.80665
567,android.sensor.accelerometer,1.0630256,-1.7621324,9.634268
618,android.sensor.accelerometer,0.9672575,-1.7046716,9.730036
669,android.sensor.game_rotation_vector,-0.028958,-0.09792,0.66408,0.740655
720,android.sensor.game_rotation_vector,-0.028471,-0.098089,0.663822,0.740882
772,android.sensor.orientation,181.5,9.98,5.8799996
822,android.sensor.orientation,181.5,9.99,5.93
871,android.sensor.gyroscope,-0.09285152,0.09896017,-0.06841691
927,android.sensor.accelerometer,1.4460979,-1.8770541,9.404425
977,android.sensor.accelerometer,1.8483237,-2.183512,9.346964
1027,android.sensor.accelerometer,1.0247183,-2.4133554,9.557653
1077,android.sensor.accelerometer,1.2354081,-1.982399,9.260772
1127,android.sensor.accelerometer,0.90021986,-2.6048915,9.126697
1178,android.sensor.accelerometer,1.2641385,-2.930503,9.461885
1228,android.sensor.rotation_vector,0.027732,-0.145907,0.976997,0.153029,0.0
1280,android.sensor.game_rotation_vector,-0.091087,-0.124745,0.543438,0.825115
1330,android.sensor.magnetic_field_uncalibrated,136.0,158.625,137.4375,132.0,159.875,180.6875
1383,android.sensor.orientation,208.83,19.109999,5.7999997
1437,android.sensor.accelerometer,-0.7374141,-2.9113493,10.170568
1488,android.sensor.accelerometer,0.641646,-3.6391866,8.542512
1537,android.sensor.accelerometer,0.20111294,-4.3478703,9.078813
1588,android.sensor.accelerometer,-0.19153613,-4.4244847,9.14585
1638,android.sensor.accelerometer,-0.5363012,-4.2999864,8.7532015
1692,android.sensor.magnetic_field_uncalibrated,141.8125,166.6875,137.4375,132.0,159.875,180.6875
1742,android.sensor.game_rotation_vector,-0.208204,-0.147422,0.493568,0.831449
1803,android.sensor.accelerometer,0.63206923,-4.7405195,8.628703
1847,android.sensor.accelerometer,0.60333884,-5.1235914,7.747637
1897,android.sensor.accelerometer,0.9768343,-5.755661,9.059659
1947,android.sensor.accelerometer,1.2354081,-7.07726,8.1402855
1997,android.sensor.accelerometer,0.94810385,-5.085284,7.6710224
2048,android.sensor.geomagnetic_rotation_vector,-0.032839,-0.284705,0.842249,0.456596,0.0
2100,android.sensor.game_rotation_vector,-0.227958,-0.253574,0.460963,0.819296
2149,android.sensor.game_rotation_vector,-0.227003,-0.254191,0.441443,0.83005
2203,android.sensor.game_rotation_vector,-0.223188,-0.273284,0.42136,0.835438
2252,android.sensor.orientation,216.89,40.329998,18.49
2303,android.sensor.orientation,218.15,41.8,19.9
2357,android.sensor.accelerometer,3.466804,-5.9280434,7.441179
2408,android.sensor.accelerometer,2.2122424,-6.253655,6.339846
2458,android.sensor.rotation_vector,-0.055721,-0.396962,0.836133,0.374427,0.0
2511,android.sensor.game_rotation_vector,-0.34778,-0.194684,0.3558,0.845312
2566,android.sensor.orientation,228.98,48.329998,0.17999999
2617,android.sensor.accelerometer,-0.7182605,-7.2304893,5.3247046
2672,android.sensor.orientation,227.48,53.28,-3.29
2723,android.sensor.orientation,227.12,54.89,-4.31
2777,android.sensor.accelerometer,0.6799533,-7.0102224,5.3725886
2827,android.sensor.accelerometer,0.7469909,-8.025364,6.943185
2874,android.sensor.light,28070.0,5584.0,0.0
2927,android.sensor.accelerometer,0.6607997,-7.9583263,6.301539
2977,android.sensor.accelerometer,2.0015526,-8.255207,7.0964136
3028,android.sensor.accelerometer,1.982399,-8.523358,6.1387334
3080,android.sensor.game_rotation_vector,-0.355577,-0.279355,0.44286,0.774209
3134,android.sensor.orientation,212.62,54.079998,7.6
3187,android.sensor.accelerometer,0.33518824,-7.776367,4.4915223
3237,android.sensor.accelerometer,-0.10534488,-8.475474,4.501099
3288,android.sensor.accelerometer,-0.10534488,-8.283937,6.2823853
3338,android.sensor.rotation_vector,-0.125761,-0.450727,0.836914,0.283908,0.0
3391,android.sensor.game_rotation_vector,-0.378798,-0.257864,0.430122,0.777825
3443,android.sensor.orientation,217.95,55.16,2.8
3497,android.sensor.accelerometer,-0.038307227,-8.983045,6.991069
3548,android.sensor.accelerometer,-1.2258313,-8.408437,5.497087
3598,android.sensor.geomagnetic_rotation_vector,-0.179467,-0.270376,0.704668,0.630975,0.0
3650,android.sensor.game_rotation_vector,-0.398836,-0.201248,0.413157,0.793555
3717,android.sensor.game_rotation_vector,-0.397522,-0.185184,0.415051,0.797129
3756,android.sensor.accelerometer,1.1492168,-7.6710224,7.1826053
3807,android.sensor.accelerometer,-1.3311762,-7.651869,6.435614
3857,android.sensor.accelerometer,-0.30645782,-9.155427,7.6710224
3908,android.sensor.geomagnetic_rotation_vector,-0.210508,-0.379942,0.839292,0.326983,0.0
3960,android.sensor.game_rotation_vector,-0.386119,-0.149206,0.401213,0.817115
4009,android.sensor.game_rotation_vector,-0.383469,-0.148439,0.404879,0.816694
4060,android.sensor.game_rotation_vector,-0.369958,-0.123088,0.41685098,0.821105
4111,android.sensor.orientation,227.40999,43.75,-7.1499996
4162,android.sensor.orientation,226.37999,40.579998,-7.2
4217,android.sensor.accelerometer,-2.0973208,-6.4068837,5.535394
4266,android.sensor.orientation,225.06999,37.2,-8.03
4318,android.sensor.geomagnetic_rotation_vector,-0.138302,-0.231113,0.814912,0.513202,0.0
4369,android.sensor.geomagnetic_rotation_vector,-0.188782,-0.300702,0.859244,0.36829,0.0
4421,android.sensor.game_rotation_vector,-0.329571,-0.042954,0.417538,0.845694
4472,android.sensor.orientation,230.43,41.29,-13.95
4523,android.sensor.orientation,230.22,43.98,-14.86
4578,android.sensor.accelerometer,-1.0630256,-5.947197,5.861006
4628,android.sensor.accelerometer,-1.4460979,-8.0924015,7.422025
4681,android.sensor.game_rotation_vector,-0.382605,-0.12401,0.445174,0.800033
4732,android.sensor.gyroscope_uncalibrated,-0.25411993,-0.31887165,0.14172074,0.012217305,0.04642576,-0.0012217305
4787,android.sensor.accelerometer,-0.15322891,-5.985504,5.889736
4837,android.sensor.accelerometer,-0.2873042,-6.3781533,7.603985
4887,android.sensor.accelerometer,-1.9536686,-7.536947,5.7269306
4937,android.sensor.accelerometer,-3.9073372,-10.189722,7.52737
4987,android.sensor.accelerometer,-3.7062242,-7.038953,6.7133417
5038,android.sensor.geomagnetic_rotation_vector,-0.201696,-0.365977,0.897311,0.142165,0.0
5089,android.sensor.game_rotation_vector,-0.395055,-0.116852,0.538786,0.734837
5141,android.sensor.gravity,-2.8458998,-7.0484,6.1959
5194,android.sensor.orientation,208.01999,51.1,-18.67
5248,android.sensor.accelerometer,-3.9360676,-5.6886234,5.4683566
5298,android.sensor.rotation_vector,-0.221915,-0.361915,0.896593,0.126058,0.0
5352,android.sensor.game_rotation_vector,-0.395029,-0.126666,0.603979,0.680526
5402,android.sensor.orientation,196.23999,45.16,-14.44
5457,android.sensor.accelerometer,-2.0207062,-6.8569937,7.029376
5507,android.sensor.accelerometer,-2.7868507,-5.93762,6.5122285
5557,android.sensor.accelerometer,-1.8770541,-6.435614,7.9966335
5607,android.sensor.accelerometer,0.82360536,-3.3135753,7.0581064
5657,android.sensor.accelerometer,-2.7581203,-6.2249246,6.847417
5709,android.sensor.accelerometer,-0.93852705,-7.1059904,6.483498
5768,android.sensor.accelerometer,-1.3982137,-7.0006456,6.8665705
5811,android.sensor.orientation,192.06,43.23,-6.93
5862,android.sensor.orientation,194.40999,43.71,-4.5499997
5917,android.sensor.accelerometer,-1.6089035,-5.8226986,6.4547677
-5966,sound,-Infinity
6017,android.sensor.accelerometer,-2.4612393,-7.086837,7.967903
6068,android.sensor.accelerometer,1.0534488,-6.349423,6.933608
6117,android.sensor.accelerometer,-1.532289,-7.9487495,7.690176
6168,android.sensor.accelerometer,-0.16280572,-7.192182,6.9719152
6220,android.sensor.game_rotation_vector,-0.325608,-0.237865,0.589584,0.699849
6274,android.sensor.orientation,195.34999,46.219997,-1.6899999
6327,android.sensor.accelerometer,-1.0534488,-6.5601125,7.192182
6377,android.sensor.accelerometer,-0.18195933,-6.6846113,7.2687964
6431,android.sensor.accelerometer,-2.1068976,-8.781932,8.121132
6482,android.sensor.orientation,191.90999,44.76,0.17999999
6537,android.sensor.accelerometer,0.90021986,-7.1826053,7.2687964
6589,android.sensor.accelerometer,-0.37349546,-7.2783732,6.6175733
6638,android.sensor.accelerometer,0.06703765,-6.6750345,7.2113357
6690,android.sensor.game_rotation_vector,-0.265202,-0.228791,0.591358,0.726373
6742,android.sensor.game_rotation_vector,-0.257934,-0.231063,0.589382,0.729868
6798,android.sensor.accelerometer,0.0,-9.337387,6.789956
6847,android.sensor.accelerometer,1.2737153,-5.1523223,7.9487495
6897,android.sensor.accelerometer,0.33518824,-2.873042,7.575254
6945,android.sensor.orientation,204.01999,39.12,7.56
6997,android.sensor.accelerometer,2.1930888,-6.1866174,7.7093296
7047,android.sensor.accelerometer,2.825158,-7.038953,7.144298
7101,android.sensor.game_rotation_vector,-0.241716,-0.229039,0.498882,0.800143
7154,android.sensor.orientation,208.15999,37.54,8.059999
7205,android.sensor.orientation,209.61,36.54,8.929999
7258,android.sensor.accelerometer,1.1109096,-7.249643,9.184157
7310,android.sensor.game_rotation_vector,-0.201236,-0.231443,0.456694,0.835085
7365,android.sensor.orientation,215.89,32.42,13.4
7418,android.sensor.accelerometer,1.7812861,-5.046977,7.785944
7469,android.sensor.accelerometer,2.0111294,-4.050989,7.8529816
7522,android.sensor.game_rotation_vector,-0.159807,-0.215974,0.399668,0.876402
7572,android.sensor.orientation,221.73999,28.099998,17.74
7627,android.sensor.accelerometer,1.934515,-4.050989,7.192182
7677,android.sensor.accelerometer,3.6774938,-4.280833,7.9583263
7727,android.sensor.accelerometer,0.8331822,-4.759673,8.255207
7777,android.sensor.accelerometer,4.8745947,-3.620033,8.695741
7827,android.sensor.accelerometer,3.3997664,-3.1316159,7.8050976
7878,android.sensor.rotation_vector,0.053348,-0.277312,0.871313,0.401328,0.0
7929,android.sensor.game_rotation_vector,-0.152879,-0.229902,0.371272,0.886526
7980,android.sensor.game_rotation_vector,-0.161659,-0.219782,0.373774,0.886484
8031,android.sensor.orientation,224.95,28.75,14.799999
8082,android.sensor.orientation,224.84,28.55,15.15
8138,android.sensor.accelerometer,2.7868507,-3.715801,8.054094
8187,android.sensor.accelerometer,2.528277,-4.0414124,7.9391727
8237,android.sensor.accelerometer,3.3135753,-4.414908,8.178593
8288,android.sensor.accelerometer,3.4859576,-5.2289367,8.762778
8339,android.sensor.linear_acceleration,-0.3066,-0.54829997,0.6229
8392,android.sensor.magnetic_field_uncalibrated,135.25,170.375,136.6875,132.0,159.875,180.6875
8444,android.sensor.orientation,223.95999,27.75,13.69
8497,android.sensor.accelerometer,2.1164744,-4.3478703,8.896853
8548,android.sensor.accelerometer,1.4652514,-4.807557,8.90643
8598,android.sensor.geomagnetic_rotation_vector,-0.008396,-0.244805,0.922012,0.299821,0.0
8651,android.sensor.game_rotation_vector,-0.156439,-0.186121,0.441711,0.86358297
8703,android.sensor.orientation,216.97,26.789999,10.51
8759,android.sensor.accelerometer,0.5650316,-4.817134,7.929596
8807,android.sensor.accelerometer,0.79487497,-4.1659107,7.536947
8857,android.sensor.accelerometer,1.4269443,-5.2289367,7.2687964
8907,android.sensor.accelerometer,2.0590134,-5.583278,7.920019
8960,android.sensor.gravity,0.94519997,-6.0783997,7.6373
9012,android.sensor.orientation,213.48999,41.5,4.56
9062,android.sensor.orientation,213.39,43.12,4.74
9118,android.sensor.accelerometer,0.9768343,-8.063671,9.528923
9168,android.sensor.accelerometer,0.7182605,-6.9240313,7.1059904
9218,android.sensor.geomagnetic_rotation_vector,-0.091798,-0.366256,0.874247,0.305155,0.0
9270,android.sensor.game_rotation_vector,-0.328429,-0.20322,0.442688,0.809235
9321,android.sensor.magnetic_field_uncalibrated,141.8125,180.5625,141.8125,132.0,159.875,180.6875
9374,android.sensor.gyroscope_uncalibrated,-0.035430185,0.36285394,0.04642576,0.012217305,0.04642576,-0.0012217305
9427,android.sensor.accelerometer,0.6703765,-6.83784,7.0006456
9478,android.sensor.accelerometer,0.40222588,-6.588843,7.0581064
9528,android.sensor.geomagnetic_rotation_vector,-0.133214,-0.332864,0.876928,0.320081,0.0
9581,android.sensor.game_rotation_vector,-0.335822,-0.175457,0.433797,0.81747
9632,android.sensor.orientation,219.87999,44.14,-0.28
9683,android.sensor.orientation,219.72,43.8,-0.16
9737,android.sensor.accelerometer,0.63206923,-5.4204726,6.742072
9788,android.sensor.accelerometer,-0.6895301,-6.1770406,6.885724
9837,android.sensor.accelerometer,0.019153614,-6.0238113,7.201759
9887,android.sensor.accelerometer,-0.8619126,-7.2783732,7.422025
9937,android.sensor.accelerometer,-0.6895301,-6.9144545,7.28795
9988,android.sensor.rotation_vector,-0.167266,-0.340346,0.869193,0.317313,0.0
10043,android.sensor.geomagnetic_rotation_vector,-0.17298,-0.306826,0.848424,0.395109,0.0
10093,android.sensor.gyroscope,-0.12095132,0.7281514,0.33964106
10146,android.sensor.orientation,222.40999,46.05,-9.8
10197,android.sensor.accelerometer,-3.2465374,-7.776367,5.142745
10250,android.sensor.game_rotation_vector,-0.379032,-0.112123996,0.44818,0.801808
10302,android.sensor.game_rotation_vector,-0.375439,-0.118105,0.449149,0.802097
10352,android.sensor.orientation,221.48999,43.45,-7.27
10403,android.sensor.orientation,220.54999,42.46,-8.8
10507,android.sensor.orientation,218.08,39.01,-11.48
10560,android.sensor.accelerometer,-2.2505496,-8.226477,7.52737
10612,android.sensor.orientation,217.73999,41.62,-10.8
10662,android.sensor.orientation,217.65,41.54,-9.84
10718,android.sensor.accelerometer,-1.1587936,-7.192182,6.9144545
10765,android.sensor.accelerometer,-1.7908629,-6.4260373,6.3685765
10817,android.sensor.accelerometer,-1.4652514,-6.8569937,5.8705826
10867,android.sensor.accelerometer,-2.8634653,-9.864111,4.807557
10968,android.sensor.geomagnetic_rotation_vector,-0.277735,-0.265099,0.808953,0.445173,0.0
11020,android.sensor.game_rotation_vector,-0.503117,-0.116959,0.426332,0.742585
11083,android.sensor.orientation,227.12999,63.62,-14.969999
11122,android.sensor.magnetic_field_uncalibrated,157.9375,187.875,152.8125,132.0,159.875,180.6875
11173,android.sensor.magnetic_field,25.1875,26.5625,-27.125
11227,android.sensor.accelerometer,-3.2369606,-7.1251445,5.2768207
11277,android.sensor.accelerometer,-2.6431987,-8.197746,2.5953147
11327,android.sensor.accelerometer,-3.9743748,-5.9759274,2.8921957
11377,android.sensor.accelerometer,-2.231396,-10.036493,3.4859576
11427,android.sensor.accelerometer,-3.1986535,-8.322245,4.0222588
11477,android.sensor.accelerometer,-3.0550013,-7.9391727,5.6215854
11528,android.sensor.geomagnetic_rotation_vector,-0.317508,-0.362987,0.7745,0.409361,0.0
11580,android.sensor.game_rotation_vector,-0.486602,-0.107004,0.41679,0.760298
11630,android.sensor.gyroscope,-0.6743952,0.21135938,0.2284636
11681,android.sensor.gyroscope_uncalibrated,-0.9651671,0.3726278,0.17470746,0.012217305,0.04642576,-0.0012217305
11783,android.sensor.accelerometer,-4.2042184,-11.473015,4.2042184
11837,android.sensor.accelerometer,-2.566584,-7.9104424,3.8594532
11887,android.sensor.accelerometer,-1.5993267,-7.201759,2.7102363
11937,android.sensor.accelerometer,-3.7541082,-9.595961,1.8770541
11988,android.sensor.accelerometer,-3.3997664,-11.415554,1.2162545
12039,android.sensor.accelerometer,-4.223372,-11.070788,0.08619126
12089,android.sensor.accelerometer,-2.920926,-8.101978,4.501099
12141,android.sensor.game_rotation_vector,-0.62044,-0.128837,0.386286,0.670252
12192,android.sensor.geomagnetic_rotation_vector,-0.368984,-0.471313,0.745826,0.292329,0.0
12243,android.sensor.orientation,225.25,72.35,-16.56
12297,android.sensor.accelerometer,-2.5474305,-9.155427,0.6703765
12347,android.sensor.accelerometer,-4.9799395,-12.191275,12.047623
12451,android.sensor.orientation,218.79,60.05,-13.87
12498,android.sensor.geomagnetic_rotation_vector,-0.277143,-0.457013,0.818904,0.209105,0.0
12549,android.sensor.game_rotation_vector,-0.525114,-0.168186,0.438186,0.709901
12600,android.sensor.game_rotation_vector,-0.531054,-0.171303,0.438248,0.70468
12652,android.sensor.orientation,219.73999,67.02,-13.28
13007,android.sensor.accelerometer,-2.27928,-8.944737,5.9567738
13058,android.sensor.geomagnetic_rotation_vector,-0.202548,-0.481202,0.842168,0.134797,0.0
13108,android.sensor.linear_acceleration,0.29909998,0.1251,-0.116
13160,android.sensor.game_rotation_vector,-0.475067,-0.20186199,0.547211,0.658879
13209,android.sensor.game_rotation_vector,-0.473914,-0.210286,0.54812497,0.65631
13260,android.sensor.game_rotation_vector,-0.48871,-0.226714,0.549091,0.638953
13311,android.sensor.magnetic_field_uncalibrated,149.875,187.875,149.875,132.0,159.875,180.6875
13362,android.sensor.orientation,198.28,67.22,-20.039999
13517,android.sensor.accelerometer,-4.232949,-7.7667904,3.620033
13568,android.sensor.accelerometer,-3.3901896,-6.9048777,3.1794999
13617,android.sensor.accelerometer,-3.3423057,-7.240066,4.0892963
13667,android.sensor.accelerometer,-2.1452048,-6.033388,4.8841715
13718,android.sensor.geomagnetic_rotation_vector,0.127131,0.477231,-0.858427,0.13853,0.0
13768,android.sensor.linear_acceleration,-0.6085,-1.9936999,-3.0305998
13820,android.sensor.game_rotation_vector,-0.418145,-0.272219,0.654406,0.568156
13872,android.sensor.gyroscope,-0.10873401,0.31764993,-0.18325958
13921,android.sensor.game_rotation_vector,-0.426471,-0.269253,0.64273,0.576646
13972,android.sensor.orientation,183.47,59.02,-13.21
14027,android.sensor.accelerometer,-3.8594532,-9.308656,4.5298295
