63,activityrecognition,unknown,35
97946,android.sensor.gyroscope,-0.5897064,-0.28923035,-0.040863037
97996,android.sensor.orientation,344.2023,177.48108,76.814575
98049,android.sensor.gravity,9.60355,-0.25315887,-1.9692988
98102,android.sensor.magnetic_field,-40.420532,-25.645447,16.653442
98153,android.sensor.accelerometer,10.138962,0.26472473,5.870285
98202,android.sensor.accelerometer,16.324371,-4.150482,-9.229889
98254,android.sensor.gyroscope,0.47805786,0.03819275,0.2914276
98306,android.sensor.geomagnetic_rotation_vector,-0.716614,-0.15273248,-0.66068363,0.16320008,0.17453292
98360,android.sensor.gyroscope,0.20439148,-0.14872742,0.320755
98410,android.sensor.gravity,9.690145,-0.70112777,-1.3341312
98461,android.sensor.rotation_vector,-0.7312757,-0.13544759,-0.6449935,0.17570774,0.17453292
98512,android.sensor.gyroscope,1.4933014,1.1792603,0.48812866
98564,android.sensor.gravity,9.730166,-1.2218658,0.035925917
98614,android.sensor.geomagnetic_rotation_vector,-0.6925152,-0.20657769,-0.66733575,0.18003151,0.17453292
98667,android.sensor.gyroscope,0.1775055,0.73335266,-0.2118988
98717,android.sensor.magnetic_field_uncalibrated,-105.03235,-103.32794,-53.437805,-61.37207,-85.354614,-64.57977
98777,android.sensor.magnetic_field,-41.2735,-20.019531,16.819763
98831,activityrecognition,foot,100
98882,android.sensor.gyroscope,-2.226822,-1.6954346,0.38671875
98934,android.sensor.gyroscope_uncalibrated,-2.6945648,-0.3183899,-0.12283325,0.025833135,0.014816284,-0.01966858
98989,android.sensor.gyroscope,-0.5371704,-0.123062134,-0.06895447
99038,android.sensor.gravity,9.571555,-0.16895847,-2.127714
99089,android.sensor.accelerometer,12.181213,1.7582397,-4.606964
99140,android.sensor.gyroscope,-0.251297,0.68937683,-0.16059875
99194,android.sensor.magnetic_field,-41.2735,-25.816345,15.150452
99244,android.sensor.game_rotation_vector,0.7452868,-0.0501708,0.6636889,0.039337642
99296,android.sensor.rotation_vector,-0.72914416,-0.13211477,-0.65928054,0.12745063,0.17453292
99348,android.sensor.gravity,9.744051,-0.25895727,-1.0755455
99402,android.sensor.gyroscope,0.27157593,0.1065979,0.27676392
99455,android.sensor.gravity,9.732977,-0.5101818,-1.0859396
99507,android.sensor.accelerometer,6.9249115,0.39569092,1.2397308
99559,android.sensor.gyroscope,2.0039978,1.2134705,0.47348022
99609,android.sensor.gyroscope,1.0742645,1.2049408,0.20225525
99660,android.sensor.gyroscope,0.15185547,1.1878204,-0.0017852783
99711,android.sensor.gyroscope_uncalibrated,0.43302917,0.7066345,-0.21812439,0.025833135,0.014816284,-0.01966858
99762,android.sensor.accelerometer,11.416687,0.5701752,1.9141083
99814,android.sensor.gyroscope,0.3937683,-2.1108093,-0.42814636
99865,android.sensor.orientation,29.67984,115.5711,87.72965
99919,android.sensor.accelerometer,6.3859253,-3.0223236,-1.2019043
99971,android.sensor.gyroscope,-2.1571808,-0.3759613,-0.044540405
100023,android.sensor.gravity,9.578608,-0.1225968,-2.0989616
100078,android.sensor.gravity,9.552957,-0.14553262,-2.2113872
100131,android.sensor.rotation_vector,-0.7652409,-0.10686714,-0.6255065,0.10829283,0.17453292
100185,android.sensor.gyroscope,-1.1345825,0.68937683,-0.3450775
100238,android.sensor.accelerometer,15.401276,-1.8427124,-2.2994995
100292,android.sensor.gyroscope,0.0015869141,0.20922852,-0.016418457
100345,android.sensor.accelerometer,8.74881,-1.2029114,1.5102081
100409,android.sensor.gyroscope,0.0064697266,-0.24401855,0.15336609
100445,android.sensor.accelerometer,5.3764954,0.4280243,0.033996582
100501,android.sensor.accelerometer,5.876053,-0.15872192,1.7961578
100553,android.sensor.gravity,9.708375,-0.5523774,-1.2699339
100605,android.sensor.geomagnetic_rotation_vector,-0.67414653,-0.21338145,-0.6752338,0.2098908,0.17453292
100656,android.sensor.gyroscope,0.8079376,1.2037048,0.22546387
100709,android.sensor.gravity,9.722741,-0.97548896,0.8289229
100761,android.sensor.orientation,108.230804,37.236748,81.83171
100813,android.sensor.gyroscope_uncalibrated,0.12637329,-1.6940613,-0.48446655,0.025833135,0.014816284,-0.01966858
100867,android.sensor.rotation_vector,-0.6851913,-0.19866084,-0.6639493,0.22409391,0.17453292
100918,android.sensor.gyroscope,-1.12117,-2.199997,0.29632568
100970,android.sensor.linear_acceleration,-1.8899927,-1.3765962,5.4755907
101024,android.sensor.magnetic_field,-37.86316,-28.884888,19.825745
101074,android.sensor.gyroscope,-0.2024231,0.21534729,0.13748169
101126,android.sensor.geomagnetic_rotation_vector,-0.68231046,-0.20332718,-0.66696864,0.219689,0.17453292
101177,android.sensor.linear_acceleration,4.413703,4.881798,-6.219345
101228,android.sensor.linear_acceleration,6.1531115,7.382132,-6.1756573
101282,android.sensor.gravity,9.684748,-0.05271809,-1.5405401
101333,android.sensor.rotation_vector,-0.74952376,-0.10429165,-0.6469665,0.09365733,0.17453292
101385,android.sensor.geomagnetic_rotation_vector,-0.7247881,-0.18730958,-0.64337295,0.16021393,0.17453292
101438,android.sensor.gravity,9.699171,-0.20950258,-1.4326835
101491,android.sensor.magnetic_field,-38.545227,-28.544617,27.507019
101546,android.sensor.accelerometer,5.903473,-0.18649292,2.8736572
101602,android.sensor.gyroscope,0.8274689,0.47433472,0.38671875
101653,android.sensor.geomagnetic_rotation_vector,-0.6452735,-0.25085938,-0.6723794,0.26191145,0.17453292
101721,android.sensor.gravity,9.741379,-1.1117647,-0.19977129
101760,android.sensor.linear_acceleration,4.9619713,3.330992,-1.9744126
101812,android.sensor.gyroscope_uncalibrated,0.71769714,1.3516998,-0.21447754,0.025833135,0.014816284,-0.01966858
101865,android.sensor.rotation_vector,-0.62336594,-0.19083981,-0.6995701,0.29256916,0.17453292
101917,android.sensor.geomagnetic_rotation_vector,-0.62229973,-0.36342785,-0.6175309,0.31514892,0.17453292
101971,android.sensor.gyroscope,-1.1907959,-1.906784,-0.10928345
102023,android.sensor.gravity,9.640759,-0.598088,-1.6936469
102077,android.sensor.game_rotation_vector,0.77863085,-0.051020917,0.62527525,0.012718542
102132,android.sensor.game_rotation_vector,0.78483343,-0.07307653,0.61364174,0.046260986
102185,android.sensor.game_rotation_vector,0.78204983,-0.06404243,0.61878747,0.037398968
102237,android.sensor.gravity,9.613138,-0.3400474,-1.9084886
102288,android.sensor.gyroscope,-1.4107208,0.59529114,-0.45259094
102343,android.sensor.gyroscope,0.50982666,0.4303589,-0.2118988
102392,android.sensor.accelerometer,9.712219,-2.126358,-0.04585266
102445,android.sensor.gyroscope,0.28381348,-0.19148254,0.29264832
102503,android.sensor.accelerometer,8.160248,1.0397339,2.0141296
102553,android.sensor.rotation_vector,-0.7057236,-0.2765007,-0.5955726,0.2660731,0.17453292
102607,android.sensor.gravity,9.714429,-0.58528113,-1.2073507
102665,android.sensor.accelerometer,7.8907623,0.5823822,-0.13670349
102709,android.sensor.linear_acceleration,0.39076614,2.1609783,-1.5144386
102764,android.sensor.accelerometer,12.643341,1.079483,-1.3649292
102818,android.sensor.linear_acceleration,5.248502,3.6391034,-2.3827705
102871,android.sensor.magnetic_field,-37.18109,11.013794,1.1230469
102927,android.sensor.gyroscope,-0.04727173,-1.8432617,-0.4745636
102977,android.sensor.accelerometer,9.6124115,-4.863968,0.69781494
103028,android.sensor.gyroscope,-0.73509216,-1.9971924,0.119155884
103080,android.sensor.gravity,9.6171255,-0.51157516,-1.8492104
103130,android.sensor.gravity,9.580011,-0.19087231,-2.0874267
103184,android.sensor.gyroscope,0.10543823,-0.026565552,0.02142334
103234,android.sensor.gyroscope,0.15429688,0.67837524,0.1924591
103288,android.sensor.accelerometer,14.026062,5.154831,-11.554886
103339,android.sensor.rotation_vector,-0.70656365,-0.29248703,-0.589363,0.26051968,0.17453292
103394,android.sensor.game_rotation_vector,0.75170994,-0.047569133,0.6563113,0.043873273
103447,android.sensor.gyroscope,1.5250702,1.2818909,-0.10194397
103503,android.sensor.geomagnetic_rotation_vector,0.59668833,-0.4538764,0.52460724,0.4034185,0.17453292
103555,android.sensor.game_rotation_vector,0.74072015,-0.024843445,0.6712103,0.013897912
103608,android.sensor.geomagnetic_rotation_vector,0.64038885,-0.3168012,0.63186187,0.3004824,0.17453292
103659,android.sensor.game_rotation_vector,0.7416593,-0.029444085,0.67009795,0.006576759
103711,android.sensor.geomagnetic_rotation_vector,0.6489431,-0.26386032,0.66774845,0.25171918,0.17453292
103763,android.sensor.gyroscope_uncalibrated,1.1953888,0.8825531,0.38783264,0.025833135,0.014816284,-0.01966858
103816,android.sensor.game_rotation_vector,-0.708513,0.029363098,-0.70482826,0.019083055
103869,android.sensor.gravity,9.776372,-0.6774838,0.36600825
103926,android.sensor.accelerometer,13.258133,3.118576,0.72024536
103978,android.sensor.gyroscope_uncalibrated,1.850235,-0.028839111,-0.14482117,0.025833135,0.014816284,-0.01966858
104027,android.sensor.magnetic_field_uncalibrated,-90.88135,-123.27728,-59.950256,-61.37207,-85.354614,-64.57977
104081,android.sensor.gyroscope_uncalibrated,-1.4068604,-1.444809,-0.18635559,0.025833135,0.014816284,-0.01966858
104132,android.sensor.geomagnetic_rotation_vector,0.71654534,-0.07955332,0.6909825,0.0526991,0.17453292
104186,android.sensor.accelerometer,7.132904,1.9182434,3.6106415
104237,android.sensor.gyroscope,0.5464783,-0.0033416748,-0.07019043
104292,android.sensor.gyroscope,0.56848145,0.41079712,-0.040863037
104341,android.sensor.accelerometer,9.004959,-1.0979614,-2.774292
104408,android.sensor.gyroscope_uncalibrated,0.70669556,0.33277893,-0.04953003,0.025833135,0.014816284,-0.01966858
104456,android.sensor.rotation_vector,-0.731382,-0.20188639,-0.6319302,0.15807137,0.17453292
104508,android.sensor.gyroscope,0.43408203,1.0253448,-0.22166443
104560,android.sensor.gravity,9.752371,0.46243125,-0.9207687
104614,android.sensor.accelerometer,8.98053,-2.0025177,0.8366089
104661,android.sensor.game_rotation_vector,0.7314139,0.0066512837,0.6815634,0.02146585
104713,android.sensor.rotation_vector,-0.714748,-0.13852534,-0.67639595,0.11150998,0.17453292
104769,android.sensor.gravity,9.794994,0.09937581,-0.4675268
104820,android.sensor.gravity,9.8018,-0.07043712,-0.30025613
104872,android.sensor.accelerometer,8.431702,1.980957,-0.6548767
104925,android.sensor.gyroscope,-0.71920776,0.5024414,0.42582703
104977,android.sensor.gravity,9.775276,-0.6533276,0.43303984
105029,android.sensor.rotation_vector,-0.68572164,-0.01843151,-0.7236193,0.07629708,0.17453292
105081,android.sensor.accelerometer,15.1397705,5.967926,0.43551636
105131,android.sensor.gravity,9.657847,-0.8212174,1.4906235
105188,android.sensor.magnetic_field,-34.11255,-27.862549,6.466675
105237,android.sensor.rotation_vector,-0.72078407,-0.034377832,-0.6888573,0.06902266,0.17453292
105289,android.sensor.gyroscope,-3.3336945,-0.87197876,-0.32063293
105340,android.sensor.rotation_vector,0.7569435,-0.05288395,0.64948916,0.04902683,0.17453292
105394,android.sensor.gravity,9.626313,0.1803426,-1.8633183
105443,android.sensor.geomagnetic_rotation_vector,-0.64160466,-0.1328153,-0.7462039,0.11782732,0.17453292
105495,android.sensor.gyroscope,0.14086914,1.7986908,-0.13493347
105547,android.sensor.gyroscope,-0.4210968,-0.7473755,-0.35118103
105601,android.sensor.gyroscope,1.3748016,0.49998474,-0.16792297
105650,android.sensor.rotation_vector,-0.73854876,-0.036578797,-0.6727172,0.025676643,0.17453292
105702,android.sensor.gyroscope_uncalibrated,0.41226196,0.8092499,-0.092300415,0.025833135,0.014816284,-0.01966858
105756,android.sensor.gravity,9.793975,0.06630418,-0.4940224
-105811,sound,89.74418203436373
105861,android.sensor.accelerometer,6.178406,-1.0065765,0.20826721
105913,android.sensor.gyroscope,0.92276,0.21166992,0.2828827
105964,android.sensor.game_rotation_vector,-0.7320516,0.04572973,-0.67966914,0.0076880483
106014,android.sensor.gyroscope,1.6032715,0.9214783,0.44779968
106065,android.sensor.gravity,9.738625,-1.1227821,0.2625421
106116,android.sensor.linear_acceleration,4.4705763,2.2710404,-2.709922
106168,android.sensor.gyroscope,0.342453,0.99113464,-0.2546692
106220,android.sensor.gyroscope,0.48173523,-2.2378845,-0.2118988
106276,android.sensor.gyroscope,-0.8169403,-1.801712,-0.4403534
106327,android.sensor.rotation_vector,-0.69868416,-0.21139316,-0.6446573,0.22709088,0.17453292
106383,android.sensor.gyroscope_uncalibrated,-2.518631,-0.6885834,-0.019012451,0.025833135,0.014816284,-0.01966858
106436,android.sensor.geomagnetic_rotation_vector,-0.6508914,-0.18587795,-0.69246334,0.2495681,0.17453292
106490,android.sensor.gyroscope,0.07489014,0.028411865,0.012863159
106544,android.sensor.gyroscope,0.08345032,0.63804626,0.09472656
106597,android.sensor.magnetic_field,-22.859192,-26.84021,25.837708
106652,android.sensor.gyroscope_uncalibrated,0.05307007,0.8397827,-0.26945496,0.025833135,0.014816284,-0.01966858
106713,android.sensor.gyroscope,0.78593445,0.8310852,-0.10316467
106764,android.sensor.gyroscope,0.5012665,-0.60565186,0.17781067
106813,android.sensor.rotation_vector,-0.71404344,-0.19586411,-0.64754003,0.18019743,0.17453292
106866,android.sensor.gyroscope,0.55992126,-0.20492554,0.3219757
106917,android.sensor.gravity,9.733178,-0.40375096,-1.1281006
106971,android.sensor.magnetic_field,-34.11255,-18.655396,19.15741
107023,android.sensor.gyroscope,1.8891449,0.86161804,0.53578186
107076,android.sensor.gyroscope,1.1573334,0.93492126,0.3036499
107130,android.sensor.accelerometer,14.599533,1.4096527,-1.6392822
107180,android.sensor.gyroscope,0.33755493,1.3808594,-0.24855042
107234,android.sensor.game_rotation_vector,-0.64499694,-0.06853935,-0.7477183,0.14212225
107287,android.sensor.gyroscope,0.54403687,-2.5860596,-0.23390198
107340,android.sensor.magnetic_field_uncalibrated,-94.80286,-104.69208,-37.40692,-61.37207,-85.354614,-64.57977
107393,android.sensor.game_rotation_vector,-0.7608331,-0.06257953,-0.63831484,0.09884815
107446,android.sensor.orientation,338.53568,167.44328,77.81397
107499,android.sensor.orientation,333.04453,179.08226,77.08886
107558,android.sensor.game_rotation_vector,0.78202313,-0.01671461,0.6228842,0.013257632
107615,android.sensor.gyroscope,1.3076172,0.8567352,0.22911072
107665,android.sensor.accelerometer,14.739746,4.9943237,-5.1406097
107719,android.sensor.gyroscope_uncalibrated,0.325531,0.26679993,-0.21568298,0.025833135,0.014816284,-0.01966858
107773,android.sensor.rotation_vector,-0.7139671,-0.20568506,-0.6440639,0.18200637,0.17453292
107826,android.sensor.rotation_vector,-0.7113284,-0.211498,-0.6417495,0.19348915,0.17453292
107879,android.sensor.accelerometer,8.570053,0.94503784,2.1669006
107931,android.sensor.gravity,9.7296505,-0.42015103,-1.1522843
107983,android.sensor.gyroscope_uncalibrated,-0.37573242,0.5636749,0.20091248,0.025833135,0.014816284,-0.01966858
108039,android.sensor.orientation,9.159607,133.20317,84.51036
108092,android.sensor.game_rotation_vector,-0.70941037,-0.0129597355,-0.69996214,0.081375636
108145,android.sensor.magnetic_field_uncalibrated,-96.67816,-90.88135,-47.592163,-61.37207,-85.354614,-64.57977
108198,android.sensor.gyroscope_uncalibrated,0.23266602,1.0988007,-0.10940552,0.025833135,0.014816284,-0.01966858
108269,android.sensor.gyroscope_uncalibrated,0.23878479,0.4024048,-0.3231964,0.025833135,0.014816284,-0.01966858
108327,android.sensor.accelerometer,10.078659,-4.337143,-1.2417908
108381,android.sensor.gyroscope,-1.0625153,-1.5488129,-0.2913208
108430,android.sensor.rotation_vector,-0.68590564,-0.2956954,-0.5972473,0.29222146,0.17453292
108481,android.sensor.gyroscope_uncalibrated,-3.5803223,-0.0032043457,-0.067855835,0.025833135,0.014816284,-0.01966858
108533,android.sensor.gyroscope,-1.4803467,-0.6361847,-0.14959717
108587,android.sensor.gyroscope,-0.053390503,0.08583069,0.12893677
108636,android.sensor.rotation_vector,-0.75099146,-0.20396115,-0.6069294,0.16139515,0.17453292
108688,android.sensor.gyroscope,-0.73265076,-0.28311157,-0.28399658
108739,android.sensor.linear_acceleration,1.7267456,-0.30140173,8.478751
108805,android.sensor.rotation_vector,-0.7247836,-0.2161749,-0.63089526,0.17299801,0.17453292
108859,android.sensor.gyroscope,0.37420654,-0.15849304,0.3231964
108909,android.sensor.gyroscope,0.32167053,-0.3576355,0.09350586
108958,android.sensor.rotation_vector,-0.7236903,-0.23153187,-0.61605686,0.20770006,0.17453292
109009,android.sensor.game_rotation_vector,-0.74997455,-0.005038026,-0.6609416,0.025864147
109062,android.sensor.linear_acceleration,-3.1608381,0.14509529,2.901808
109114,android.sensor.magnetic_field,-31.384277,-15.927124,6.466675
109164,android.sensor.magnetic_field,-32.066345,-15.585327,5.4641724
109216,android.sensor.magnetic_field,-32.917786,-18.144226,3.2943726
109270,android.sensor.gravity,9.692924,-0.82684517,1.2385268
109320,android.sensor.accelerometer,10.734451,0.43199158,2.04599
109373,android.sensor.gyroscope_uncalibrated,0.7983246,-2.017807,-0.3549652,0.025833135,0.014816284,-0.01966858
109426,android.sensor.gyroscope,-0.8352661,-1.3899994,-0.23266602
109478,android.sensor.gyroscope,-2.584793,-1.6306763,0.25479126
109529,android.sensor.gyroscope_uncalibrated,-2.365921,-0.4222412,0.004196167,0.025833135,0.014816284,-0.01966858
109581,android.sensor.game_rotation_vector,0.7771457,-0.0019331005,0.62927854,0.0070234756
109633,android.sensor.accelerometer,6.573654,-0.1296997,-0.4331665
109685,android.sensor.magnetic_field,-30.360413,-25.816345,13.813782
109737,android.sensor.gyroscope_uncalibrated,-0.5944214,0.35842896,-0.24989319,0.025833135,0.014816284,-0.01966858
109788,android.sensor.gyroscope,0.050445557,0.59895325,-0.19236755
109841,android.sensor.game_rotation_vector,-0.7484289,-0.010147905,-0.6631353,0.0016800053
109896,android.sensor.accelerometer,9.062683,-1.7188873,0.8843994
109949,android.sensor.gyroscope,0.26669312,-0.49812317,0.2694397
110028,android.sensor.orientation,339.17807,166.03157,82.442665
110073,android.sensor.linear_acceleration,-3.3352451,-0.6877285,1.9661003
110128,android.sensor.gyroscope,1.9306793,0.9178314,0.5479889
110176,android.sensor.linear_acceleration,0.35499477,2.0885804,-2.3652616
110227,android.sensor.geomagnetic_rotation_vector,-0.6894108,-0.19855952,-0.6748912,0.17265221,0.17453292
110279,android.sensor.gyroscope,0.408432,1.225708,-0.024978638
110329,android.sensor.gyroscope_uncalibrated,0.18380737,0.31199646,-0.21203613,0.025833135,0.014816284,-0.01966858
110382,android.sensor.accelerometer,10.12912,-0.76345825,2.2247162
110432,android.sensor.linear_acceleration,0.5225105,-2.736916,-2.7440665
110487,android.sensor.gravity,9.7871475,-0.55206406,-0.27814406
110540,android.sensor.geomagnetic_rotation_vector,-0.72558755,-0.14011331,-0.6461942,0.1905887,0.17453292
110594,android.sensor.game_rotation_vector,-0.7732797,-0.03205894,-0.6317308,0.043896504
110645,android.sensor.gyroscope_uncalibrated,-0.40994263,-0.401474,-0.06175232,0.025833135,0.014816284,-0.01966858
110697,android.sensor.gyroscope,0.11154175,0.6246033,0.14482117
110748,android.sensor.gyroscope_uncalibrated,1.4617157,0.67118835,0.20579529,0.025833135,0.014816284,-0.01966858
110800,android.sensor.orientation,334.97772,173.2112,78.96602
110851,android.sensor.game_rotation_vector,-0.75958806,-0.022539835,-0.6499119,0.011509219
110904,android.sensor.gyroscope,0.49638367,0.24588013,0.06175232
110956,android.sensor.linear_acceleration,-0.10605717,-1.6471069,2.3303967
111011,android.sensor.gyroscope_uncalibrated,0.37194824,-0.26708984,0.19967651,0.025833135,0.014816284,-0.01966858
111062,android.sensor.magnetic_field,-36.158752,-20.7016,16.819763
111113,android.sensor.accelerometer,6.1376953,-0.822052,2.0052948
111168,android.sensor.orientation,358.25436,147.06479,83.58231
111220,android.sensor.gravity,9.7620535,-0.8692387,-0.34222665
111271,android.sensor.rotation_vector,-0.6619909,-0.22579503,-0.64930946,0.2986334,0.17453292
111326,android.sensor.gyroscope,0.04067993,1.0473328,-0.035980225
111373,android.sensor.rotation_vector,-0.62544626,-0.22104008,-0.6787693,0.31500873,0.17453292
111425,android.sensor.accelerometer,10.6813965,0.028640747,1.9196625
111476,android.sensor.rotation_vector,-0.6323412,-0.2510576,-0.66600746,0.30585736,0.17453292
111527,android.sensor.gyroscope,-0.94766235,-1.5085144,-0.12394714
111579,android.sensor.gravity,9.677616,-0.5089761,-1.5016923
111639,android.sensor.gyroscope,-2.305008,-0.41993713,-0.15203857
111688,android.sensor.accelerometer,5.7207184,1.4131927,1.0348816
111743,android.sensor.gravity,9.558838,-0.009834264,-2.19064
111793,android.sensor.rotation_vector,-0.7541943,-0.16984724,-0.6173077,0.14585625,0.17453292
111845,android.sensor.accelerometer,14.02092,4.9115295,-3.8578033
111894,android.sensor.gravity,9.699821,0.044498213,-1.4428658
111946,android.sensor.gyroscope_uncalibrated,0.12637329,0.5038147,0.0029907227,0.025833135,0.014816284,-0.01966858
112007,android.sensor.game_rotation_vector,-0.7424224,-0.019735385,-0.66917396,0.025013879
112059,android.sensor.accelerometer,6.932541,1.5222015,1.4496002
112111,android.sensor.gyroscope,-0.20732117,0.24954224,0.2914276
112162,android.sensor.gyroscope,-0.33680725,0.07116699,0.2059021
112214,android.sensor.gravity,9.743915,-0.694186,-0.86292195
112265,android.sensor.gravity,9.753643,-0.990299,-0.23693614
112318,android.sensor.gyroscope,0.6588745,1.015564,0.099624634
112380,android.sensor.gyroscope_uncalibrated,0.15692139,1.1623383,-0.13871765,0.025833135,0.014816284,-0.01966858
112432,android.sensor.rotation_vector,-0.61786115,-0.19085357,-0.70368916,0.29435366,0.17453292
112484,android.sensor.gyroscope,3.5095215E-4,-1.9507751,-0.42814636
112535,android.sensor.gyroscope_uncalibrated,-0.74835205,-1.7368011,-0.47958374,0.025833135,0.014816284,-0.01966858
112588,android.sensor.magnetic_field_uncalibrated,-94.63196,-107.93152,-37.573242,-61.37207,-85.354614,-64.57977
112640,android.sensor.gyroscope,-3.231079,-0.55433655,0.19613647
112696,android.sensor.gyroscope,-1.2445526,-0.87687683,-0.11294556
112749,android.sensor.gyroscope,-0.008178711,-0.24157715,0.055633545
112802,android.sensor.gravity,9.563693,-0.11241874,-2.1664548
112856,android.sensor.magnetic_field,-31.213379,-24.281311,26.672363
112906,android.sensor.rotation_vector,-0.75027645,-0.15681271,-0.6261294,0.14302813,0.17453292
112964,android.sensor.rotation_vector,-0.73976094,-0.15143865,-0.6431335,0.12727678,0.17453292
113018,android.sensor.gyroscope,0.40475464,-0.16459656,0.17901611
113068,android.sensor.game_rotation_vector,-0.7468369,0.00804172,-0.6649252,0.006666644
113120,android.sensor.gravity,9.722433,-0.30363637,-1.2459916
113172,android.sensor.linear_acceleration,-3.5547714,-0.32172617,1.6027132
113227,android.sensor.gyroscope,0.45240784,0.19334412,0.33418274
113275,android.sensor.magnetic_field_uncalibrated,-93.096924,-99.9176,-40.078735,-61.37207,-85.354614,-64.57977
113322,android.sensor.gyroscope_uncalibrated,1.1086426,0.88375854,0.30841064,0.025833135,0.014816284,-0.01966858
113384,android.sensor.gyroscope,0.3607788,1.2806854,0.099624634
113434,android.sensor.rotation_vector,-0.6525171,-0.18774256,-0.6786573,0.2799972,0.17453292
113485,android.sensor.gyroscope,0.6014557,0.22387695,-0.3609619
113540,android.sensor.accelerometer,10.527542,-3.8939362,-0.87402344
113589,android.sensor.rotation_vector,-0.66045034,-0.24585615,-0.65019715,0.28390807,0.17453292
113648,android.sensor.gyroscope,-1.611084,-2.5909576,0.40138245
113693,android.sensor.gyroscope,-3.060028,-0.13040161,0.08496094
113747,android.sensor.magnetic_field_uncalibrated,-86.78894,-101.45264,-40.91339,-61.37207,-85.354614,-64.57977
113798,android.sensor.linear_acceleration,-3.285614,1.703476,1.4827735
113850,android.sensor.gravity,9.57704,-0.16885269,-2.1029017
113903,android.sensor.geomagnetic_rotation_vector,-0.65970165,-0.3570377,-0.59360296,0.2914676,0.17453292
113953,android.sensor.geomagnetic_rotation_vector,-0.6519771,-0.38314548,-0.59207386,0.27852085,0.17453292
114005,android.sensor.gyroscope,1.1243591,0.6869049,-0.031097412
114061,android.sensor.gyroscope,0.32901,-0.048538208,0.3085327
114113,android.sensor.gyroscope,0.23616028,-0.44804382,0.3390808
114166,android.sensor.gravity,9.7143545,-0.48246324,-1.2525681
114217,android.sensor.magnetic_field,-26.609802,-12.516785,17.15393
114270,android.sensor.accelerometer,6.1740875,-0.016937256,1.695816
114322,android.sensor.accelerometer,9.146927,1.0145721,-1.2241974
114374,android.sensor.gyroscope,1.0449524,0.8420868,0.25967407
114428,android.sensor.gyroscope,0.36444092,1.4138336,-0.0262146
114480,android.sensor.gravity,9.665809,-1.0982236,1.2395315
114534,android.sensor.accelerometer,11.440567,-0.3495636,1.0561676
114582,android.sensor.accelerometer,11.214813,-4.978241,-2.228836
114633,android.sensor.gravity,9.786229,-0.5014123,-0.3855957
114687,android.sensor.linear_acceleration,-3.8215065,-2.6112218,0.27766085
114739,android.sensor.rotation_vector,-0.7491456,-0.19384523,-0.60753745,0.17917354,0.17453292
114791,android.sensor.gyroscope,0.13475037,-0.3087616,0.009216309
114845,android.sensor.gyroscope,0.010147095,0.67225647,-5.493164E-4
114897,android.sensor.gyroscope,1.219635,-0.50912476,0.16436768
114952,android.sensor.gyroscope,-0.47486877,0.6526947,-0.33407593
115002,android.sensor.accelerometer,15.614929,-2.3690643,-3.73703
115055,android.sensor.magnetic_field,-29.167175,-20.5307,11.309814
115112,android.sensor.linear_acceleration,0.28094482,-2.0379562,2.3514514
115169,android.sensor.accelerometer,6.41127,1.1969299,0.6506195
115220,android.sensor.orientation,342.2656,164.42424,82.22426
115274,android.sensor.gyroscope,0.74928284,0.29107666,0.44415283
115322,android.sensor.rotation_vector,-0.7083656,-0.19680656,-0.6374382,0.23055984,0.17453292
115373,android.sensor.rotation_vector,-0.68470424,-0.2077058,-0.6442966,0.27003768,0.17453292
115426,android.sensor.magnetic_field,-36.499023,-18.313599,7.801819
115479,android.sensor.accelerometer,15.471848,4.6816254,0.5181427
115532,android.sensor.geomagnetic_rotation_vector,-0.68153864,-0.22713386,-0.6806625,0.14357522,0.17453292
115585,android.sensor.rotation_vector,-0.61769724,-0.24570066,-0.6726333,0.32503194,0.17453292
115642,android.sensor.gyroscope,-1.5389862,-2.2171173,0.067855835
115692,android.sensor.magnetic_field,-34.794617,-23.42987,15.150452
115746,android.sensor.accelerometer,4.1835785,2.781372,10.9292145
115798,android.sensor.gyroscope,0.70895386,0.20799255,0.03364563
115853,android.sensor.rotation_vector,-0.74692875,-0.2019327,-0.60710573,0.1809509,0.17453292
115908,android.sensor.accelerometer,13.803818,4.8975677,-6.268036
115959,android.sensor.gyroscope,-0.5713806,0.66004944,-0.26811218
116012,android.sensor.linear_acceleration,6.7830734,-1.2174736,-0.8363415
116067,android.sensor.game_rotation_vector,-0.7422391,-0.009305918,-0.66980976,0.018691752
116118,android.sensor.gyroscope_uncalibrated,0.81544495,-0.39657593,0.43792725,0.025833135,0.014816284,-0.01966858
116171,android.sensor.gyroscope,0.96920776,-0.5628967,0.3708496
116223,android.sensor.gyroscope,0.1775055,0.14447021,0.33052063
116281,android.sensor.orientation,6.9059143,136.70819,82.13246
116334,android.sensor.linear_acceleration,-2.7173433,1.496845,1.0025954
116390,android.sensor.geomagnetic_rotation_vector,-0.66932285,-0.2121996,-0.67893857,0.21452427,0.17453292
116443,android.sensor.gyroscope,0.6124573,1.0827484,0.20101929
116497,android.sensor.magnetic_field,-38.37433,-17.120361,10.975647
116550,android.sensor.magnetic_field,-38.545227,-17.63153,13.479614
116605,android.sensor.geomagnetic_rotation_vector,-0.6608694,-0.25621435,-0.6708204,0.21818754,0.17453292
