54,activityrecognition,still,37
21493,android.sensor.game_rotation_vector,0.419125,0.104166,0.045278,0.900796
21546,android.sensor.orientation,188.76999,-55.53,-8.4
21598,android.sensor.accelerometer,-1.9153614,8.379706,2.1643584
21648,android.sensor.accelerometer,0.019153614,8.101978,3.3327289
21698,android.sensor.geomagnetic_rotation_vector,0.156153,0.408754,0.875891,0.203348,0.0
21750,android.sensor.game_rotation_vector,0.378687,0.044768,0.032192,0.92388
21801,android.sensor.game_rotation_vector,0.325189,0.052725,0.036068,0.943488
21852,android.sensor.gyroscope,-0.99204516,0.5558874,-0.22357668
21901,android.sensor.magnetic_field_uncalibrated,141.8125,124.3125,151.3125,127.9375,172.0,179.0
21952,android.sensor.orientation,189.39,-32.329998,-10.83
22008,android.sensor.accelerometer,-2.5187001,5.2959743,7.326257
22058,android.sensor.accelerometer,-0.7374141,4.9224787,9.3661175
22110,android.sensor.accelerometer,-2.2984335,3.9743748,10.180145
22159,android.sensor.linear_acceleration,0.2104,-0.0367,1.1312
22210,android.sensor.rotation_vector,-0.123932,0.197742,0.966963,0.102568,0.0
22261,android.sensor.game_rotation_vector,0.176138,0.155155,0.061288,0.970126
22313,android.sensor.game_rotation_vector,0.183996,0.160267,0.060973,0.967854
22363,android.sensor.orientation,187.95999,-28.359999,-17.58
22418,android.sensor.accelerometer,-2.5570073,5.363012,5.803545
22468,android.sensor.accelerometer,-3.2848446,5.1235914,8.571242
22518,android.sensor.accelerometer,-2.9400797,6.5505357,3.6104562
22568,android.sensor.accelerometer,-4.654328,6.4643445,5.746084
22619,android.sensor.accelerometer,-4.3287168,6.1100025,6.7133417
22678,android.sensor.accelerometer,-3.4476504,6.885724,4.999093
22741,android.sensor.gyroscope_uncalibrated,-0.42760566,0.46181414,0.04642576,0.008552114,0.047647487,-0.0036651916
22792,android.sensor.orientation,178.34,-49.0,-25.21
22849,android.sensor.accelerometer,-3.6487634,6.83784,5.861006
22898,android.sensor.accelerometer,-4.596867,5.803545,2.9592333
22948,android.sensor.accelerometer,-4.1946416,6.042965,2.7485435
22999,android.sensor.accelerometer,-7.632715,5.2002063,9.174581
23051,android.sensor.game_rotation_vector,0.35218,0.285473,0.146869,0.879148
23101,android.sensor.gyroscope,0.21746802,-0.65240407,0.23579398
23153,android.sensor.orientation,169.31999,-50.91,-18.67
23208,android.sensor.accelerometer,-1.7908629,7.575254,6.4739213
23258,android.sensor.accelerometer,-2.585738,6.588843,6.6750345
23309,android.sensor.accelerometer,-2.4612393,7.07726,8.523358
23359,android.sensor.linear_acceleration,-0.2852,0.39069998,5.2573
23410,android.sensor.game_rotation_vector,0.385524,0.129274,0.063701,0.911373
23461,android.sensor.gyroscope_uncalibrated,0.4092797,-1.505172,-0.9309586,0.008552114,0.047647487,-0.0036651916
23515,android.sensor.orientation,196.04,-49.059998,-9.44
23573,android.sensor.orientation,194.61,-51.17,-9.3
23627,android.sensor.orientation,194.42,-57.92,-9.559999
23680,android.sensor.magnetic_field_uncalibrated,142.5625,119.875,181.3125,127.9375,172.0,179.0
23732,android.sensor.orientation,195.83,-65.26,-11.259999
23782,android.sensor.orientation,196.17,-65.83,-11.09
23838,android.sensor.accelerometer,-1.7142484,8.628703,4.0701427
23888,android.sensor.accelerometer,-0.9959879,9.3661175,1.982399
23939,android.sensor.accelerometer,-1.4077905,9.069236,1.7621324
23989,android.sensor.accelerometer,0.6895301,10.237606,2.8060043
24038,android.sensor.geomagnetic_rotation_vector,0.07547,0.591635,0.790862,0.137145,0.0
24090,android.sensor.game_rotation_vector,0.601176,0.08768,-0.003167,0.794285
24143,android.sensor.game_rotation_vector,0.610171,0.097031,-0.014483,0.786172
24198,android.sensor.accelerometer,-3.6583402,8.207323,2.9496565
24249,android.sensor.accelerometer,-1.388637,9.260772,2.9879637
24298,android.sensor.accelerometer,1.1971009,11.319786,-0.095768064
24350,android.sensor.rotation_vector,0.021626,0.661838,0.742644,0.099907,0.0
24402,android.sensor.game_rotation_vector,0.647538,0.067044,0.008746,0.759027
24454,android.sensor.orientation,192.76,-82.52,-4.33
24508,android.sensor.accelerometer,-1.4269443,9.701305,0.7469909
24562,android.sensor.game_rotation_vector,0.707734,0.070733,0.042189,0.701661
24636,android.sensor.gravity,0.0391,9.754499,-1.0086
24640,android.sensor.game_rotation_vector,0.753197,0.091533,0.072443,0.647353
24718,android.sensor.accelerometer,0.076614454,9.356541,-4.76925
24769,android.sensor.rotation_vector,0.015374,0.773098,0.634099,2.74E-4,0.0
24821,android.sensor.game_rotation_vector,0.720409,0.080068,0.093606,0.682523
24870,android.sensor.magnetic_field,1.75,-45.4375,25.5
24922,android.sensor.gyroscope,0.105068825,0.09896017,-0.53023106
24978,android.sensor.accelerometer,-2.3175871,9.77792,0.19153613
25028,android.sensor.accelerometer,-0.7757214,9.77792,1.8674773
25078,android.sensor.accelerometer,-0.7182605,9.519346,1.8483237
25128,android.sensor.accelerometer,-0.4213795,9.80665,2.767697
25178,android.sensor.accelerometer,-0.38307226,9.662998,1.8100165
25244,android.sensor.accelerometer,-0.2873042,9.701305,1.292869
25292,android.sensor.orientation,190.15999,-81.36,-3.1299999
25348,android.sensor.accelerometer,-0.30645782,9.77792,2.4612393
25398,android.sensor.accelerometer,-0.4213795,9.701305,1.1013328
25448,android.sensor.accelerometer,0.11492168,9.672575,1.8770541
25498,android.sensor.accelerometer,-0.58418524,9.557653,0.842759
25549,android.sensor.accelerometer,-0.8331822,9.5385,0.16280572
25598,android.sensor.accelerometer,-0.22984336,9.749189,0.6607997
25658,android.sensor.accelerometer,-0.49799395,9.77792,1.1013328
25709,android.sensor.accelerometer,-0.6703765,9.758766,0.5267244
25761,android.sensor.game_rotation_vector,0.675016,0.041377,0.008014,0.736597
25810,android.sensor.game_rotation_vector,0.675992,0.042248,0.007307,0.735659
25861,android.sensor.game_rotation_vector,0.680099,0.04565,0.006404,0.731668
25913,android.sensor.magnetic_field,7.5625,-43.9375,25.5
25970,android.sensor.accelerometer,-0.58418524,9.739613,0.1436521
26018,android.sensor.accelerometer,-0.36391866,9.672575,-0.37349546
26068,android.sensor.accelerometer,-0.7182605,9.662998,-0.02873042
26119,android.sensor.rotation_vector,0.059429,0.699897,0.70398897,0.104931,0.0
26170,android.sensor.game_rotation_vector,0.697105,0.055354,0.013087,0.714709
26221,android.sensor.game_rotation_vector,0.691421,0.049965,0.01069,0.720642
26272,android.sensor.orientation,195.26999,-88.32,-3.48
26323,android.sensor.orientation,195.14,-88.67,-3.47
26378,android.sensor.accelerometer,-0.45968673,9.653421,0.60333884
26434,android.sensor.accelerometer,-0.61291564,9.605537,-0.40222588
26478,android.sensor.accelerometer,-0.009576807,9.80665,0.7469909
26528,android.sensor.accelerometer,-0.29688102,9.797073,0.17238252
26578,android.sensor.linear_acceleration,-0.1894,0.0149,-0.635
26631,android.sensor.game_rotation_vector,0.706636,0.071074,0.022492,0.703639
26681,android.sensor.game_rotation_vector,0.708145,0.069182,0.021444,0.702341
26732,android.sensor.orientation,192.73999,-90.189995,-3.52
26782,android.sensor.gyroscope_uncalibrated,0.035430185,0.07696902,-0.036651913,0.008552114,0.047647487,-0.0036651916
26838,android.sensor.accelerometer,-0.41180268,9.77792,0.18195933
26888,android.sensor.accelerometer,-0.7374141,9.643845,0.038307227
26938,android.sensor.accelerometer,-0.18195933,9.595961,0.5267244
26988,android.sensor.accelerometer,-0.58418524,9.682152,0.41180268
27038,android.sensor.accelerometer,-0.63206923,9.768343,0.61291564
27089,android.sensor.accelerometer,-0.51714754,9.797073,0.2681506
27141,android.sensor.game_rotation_vector,0.698508,0.07282,0.034019,0.711073
27191,android.sensor.game_rotation_vector,0.696767,0.071049,0.035888,0.712866
27248,android.sensor.accelerometer,-0.9864111,9.595961,-0.50757074
27298,android.sensor.accelerometer,-0.6895301,9.615114,-0.15322891
27348,android.sensor.accelerometer,-0.1436521,9.758766,0.4213795
27399,android.sensor.accelerometer,-0.59376204,9.634268,-0.31603462
27450,android.sensor.game_rotation_vector,0.702149,0.080452,0.037535,0.706473
27501,android.sensor.game_rotation_vector,0.697488,0.074606,0.035923,0.711795
27552,android.sensor.orientation,192.48999,-88.81,-3.21
27603,android.sensor.orientation,192.08,-88.08,-3.03
27658,android.sensor.accelerometer,-0.4405331,9.758766,0.94810385
27708,android.sensor.accelerometer,-0.6895301,9.672575,0.17238252
27758,android.sensor.accelerometer,-0.1436521,9.80665,0.6991069
27810,android.sensor.game_rotation_vector,0.691352,0.07502,0.040233,0.717485
27862,android.sensor.game_rotation_vector,0.696319,0.076567,0.035912,0.712732
27913,android.sensor.orientation,193.12999,-87.799995,-3.47
27970,android.sensor.accelerometer,-0.58418524,9.720459,0.0
28018,android.sensor.accelerometer,-0.7469909,9.5385,0.5363012
28071,android.sensor.accelerometer,-0.31603462,9.911995,0.51714754
28118,android.sensor.accelerometer,-0.63206923,9.768343,0.038307227
28168,android.sensor.geomagnetic_rotation_vector,0.055517,0.705769,0.698649,0.103419,0.0
28221,android.sensor.game_rotation_vector,0.69527,0.074594,0.038063,0.713852
28270,android.sensor.gyroscope,-0.02076942,0.029321533,0.012217305
28321,android.sensor.magnetic_field_uncalibrated,130.875,122.0625,202.5,124.75,168.25,177.0
28372,android.sensor.orientation,192.83,-87.92,-3.08
28428,android.sensor.accelerometer,-0.34476504,9.835381,0.47884035
28478,android.sensor.accelerometer,-0.45010993,9.701305,0.4213795
28529,android.sensor.accelerometer,-0.61291564,9.691729,0.81402856
28581,android.sensor.game_rotation_vector,0.668866,0.069031,0.038224,0.739182
28636,android.sensor.orientation,193.61,-84.68,-2.9299998
28690,android.sensor.accelerometer,-0.5746084,9.730036,1.1109096
28738,android.sensor.accelerometer,-0.24899697,9.749189,1.4460979
28795,android.sensor.accelerometer,-0.5746084,9.739613,0.8810662
28839,android.sensor.accelerometer,-0.62249243,9.643845,0.8331822
28889,android.sensor.accelerometer,-0.50757074,9.730036,1.1683705
28938,android.sensor.accelerometer,-0.59376204,9.739613,0.7278373
28998,android.sensor.accelerometer,-0.58418524,9.710882,0.8523358
29048,android.sensor.accelerometer,-0.33518824,9.749189,1.0630256
29098,android.sensor.accelerometer,-0.60333884,9.624691,-0.24899697
29148,android.sensor.accelerometer,-0.545878,9.9790325,1.043872
29198,android.sensor.accelerometer,-0.33518824,9.758766,2.0494366
29251,android.sensor.magnetic_field_uncalibrated,133.0625,120.625,199.625,124.75,168.25,177.0
29302,android.sensor.orientation,192.01,-84.31,-2.81
29353,android.sensor.magnetic_field_uncalibrated,131.625,119.1875,199.625,124.75,168.25,177.0
29414,android.sensor.accelerometer,-0.46926352,9.940725,0.5363012
29458,android.sensor.accelerometer,-0.5650316,9.471462,0.58418524
29508,android.sensor.accelerometer,-0.46926352,9.787497,1.3694834
29558,android.sensor.accelerometer,-0.4405331,9.624691,0.37349546
29608,android.sensor.accelerometer,-0.45968673,9.940725,0.8810662
29663,android.sensor.game_rotation_vector,0.674045,0.07927,0.052199,0.732566
29718,android.sensor.accelerometer,-0.6607997,9.77792,0.36391866
29768,android.sensor.accelerometer,-0.34476504,9.682152,0.9864111
29818,android.sensor.geomagnetic_rotation_vector,0.041072,0.673078,0.73406297,0.080184,0.0
29869,android.sensor.linear_acceleration,0.1515,0.1604,-0.019
29920,android.sensor.game_rotation_vector,0.668996,0.076316,0.054981,0.737289
29971,android.sensor.magnetic_field,6.125,-45.4375,21.875
30021,android.sensor.gyroscope,0.15027285,0.080634214,0.004886922
30072,android.sensor.orientation,191.45999,-85.59,-2.49
30124,android.sensor.orientation,191.62,-85.4,-2.47
30178,android.sensor.accelerometer,-0.7565677,9.548077,1.3024458
30228,android.sensor.accelerometer,-0.24899697,10.01734,0.2777274
30278,android.sensor.accelerometer,-0.5650316,9.816227,0.50757074
30328,android.sensor.accelerometer,-0.6799533,9.911995,0.38307226
30379,android.sensor.accelerometer,-0.45010993,9.80665,0.8619126
30430,android.sensor.game_rotation_vector,0.675772,0.084402,0.050535,0.730516
30481,android.sensor.gyroscope_uncalibrated,0.02076942,-0.0842994,-0.028099801,0.008552114,0.047647487,-0.0036651916
30533,android.sensor.orientation,191.84999,-86.18,-3.23
30588,android.sensor.accelerometer,-0.7374141,9.346964,0.37349546
30635,android.sensor.orientation,192.37,-85.57,-3.4099998
30688,android.sensor.accelerometer,-0.5746084,9.691729,0.80445176
30739,android.sensor.accelerometer,-0.50757074,9.883265,1.8770541
30788,android.sensor.accelerometer,-0.38307226,9.691729,0.7086837
30838,android.sensor.accelerometer,-0.23942018,9.624691,0.90021986
30893,android.sensor.accelerometer,-0.24899697,9.854534,0.7182605
30948,android.sensor.accelerometer,-0.60333884,9.710882,0.61291564
30998,android.sensor.accelerometer,-0.9959879,9.490616,-0.7182605
31048,android.sensor.accelerometer,-0.91937345,9.672575,-0.25857377
31098,android.sensor.accelerometer,-0.5363012,9.80665,1.5897499
31148,android.sensor.accelerometer,-0.45010993,9.720459,0.25857377
31199,android.sensor.geomagnetic_rotation_vector,0.074347,0.702282,0.698436,0.116009,0.0
31249,android.sensor.rotation_vector,0.060163,0.694871,0.708826,0.105351,0.0
31301,android.sensor.game_rotation_vector,0.693963,0.072352,0.030628,0.71571
31353,android.sensor.gyroscope,-0.17837265,0.019547688,0.111177474
31402,android.sensor.orientation,192.8,-87.549995,-3.01
31452,android.sensor.orientation,192.43,-87.189995,-3.09
31508,android.sensor.accelerometer,-0.33518824,9.969456,0.5650316
31558,android.sensor.accelerometer,-0.59376204,9.375694,0.6512229
31611,android.sensor.accelerometer,-0.4309563,9.730036,0.7661445
31661,android.sensor.game_rotation_vector,0.679909,0.073151,0.044023,0.728308
31712,android.sensor.orientation,192.51,-87.4,-2.54
31766,android.sensor.orientation,192.51999,-87.47,-2.73
31818,android.sensor.accelerometer,-0.36391866,9.911995,1.2641385
-31866,sound,55.010167897026925
31918,android.sensor.accelerometer,-0.19153613,9.557653,0.2777274
31968,android.sensor.accelerometer,-0.47884035,9.816227,0.80445176
32018,android.sensor.accelerometer,-1.0726024,9.720459,0.63206923
32067,android.sensor.gyroscope_uncalibrated,0.06963864,-0.030543262,-0.0036651916,0.008552114,0.047647487,-0.0036651916
32118,android.sensor.accelerometer,-0.5363012,9.682152,0.10534488
32169,android.sensor.accelerometer,-0.6607997,9.797073,0.12449849
32220,android.sensor.rotation_vector,0.05285,0.695895,0.709998,0.094014,0.0
32271,android.sensor.gyroscope_uncalibrated,0.12950343,0.0842994,0.081855945,0.008552114,0.047647487,-0.0036651916
32326,android.sensor.game_rotation_vector,0.6972,0.073052,0.041608,0.711929
32372,android.sensor.orientation,192.56999,-89.0,-2.53
32430,android.sensor.accelerometer,-0.63206923,9.32781,-0.22984336
32478,android.sensor.accelerometer,-0.59376204,9.902418,1.0247183
32528,android.sensor.accelerometer,-0.076614454,9.911995,0.31603462
32578,android.sensor.accelerometer,-0.545878,9.797073,0.1436521
32640,android.sensor.accelerometer,-0.2681506,9.749189,0.45010993
32682,android.sensor.accelerometer,-0.46926352,10.170568,-0.35434186
32732,android.sensor.gyroscope,-0.02687807,-0.17959438,-0.032986723
32789,android.sensor.accelerometer,-0.80445176,9.653421,0.5267244
32838,android.sensor.accelerometer,-0.59376204,9.691729,-0.11492168
32889,android.sensor.accelerometer,-0.39264908,9.825804,0.02873042
32938,android.sensor.accelerometer,-1.1204864,9.586384,0.9576807
32989,android.sensor.accelerometer,-0.6799533,9.548077,1.2162545
33043,android.sensor.orientation,192.56999,-88.25,-4.27
33098,android.sensor.accelerometer,-0.89064306,9.883265,0.47884035
33148,android.sensor.accelerometer,-1.0630256,9.835381,-1.3311762
33198,android.sensor.accelerometer,-2.0494366,8.226477,-0.6512229
33248,android.sensor.accelerometer,-3.064578,7.383718,1.4652514
33299,android.sensor.geomagnetic_rotation_vector,-0.231203,0.538778,0.809119,0.039868,0.0
33350,android.sensor.game_rotation_vector,0.515966,0.145224,0.063598,0.841809
33401,android.sensor.game_rotation_vector,0.453867,0.124078,0.079794,0.878773
33452,android.sensor.orientation,188.01999,-54.55,-7.22
33503,android.sensor.orientation,188.84,-57.26,-5.74
33558,android.sensor.accelerometer,0.34476504,8.810662,5.765238
33608,android.sensor.accelerometer,2.1739352,8.925584,4.6255975
33658,android.sensor.accelerometer,-0.30645782,9.643845,1.6376339
33708,android.sensor.accelerometer,-0.6607997,9.471462,3.763685
33758,android.sensor.accelerometer,-0.7469909,9.519346,3.821146
33808,android.sensor.accelerometer,0.78529817,10.04607,4.414908
33861,android.sensor.game_rotation_vector,0.549773,0.058166,0.081174,0.829323
33910,android.sensor.gyroscope,0.2565634,0.49113566,-0.013439035
33961,android.sensor.gyroscope_uncalibrated,0.39461896,0.21991149,0.13194689,0.008552114,0.047647487,-0.0036651916
34013,android.sensor.orientation,187.76999,-69.04,-1.3199999
34066,android.sensor.orientation,188.23,-70.26,-0.64
34119,android.sensor.accelerometer,-0.22026655,9.174581,3.6104562
34172,android.sensor.game_rotation_vector,0.576539,0.067765,0.093386,0.808881
34225,android.sensor.orientation,189.17,-71.77,-0.19999999
34278,android.sensor.accelerometer,0.019153614,9.3661175,2.6527755
34328,android.sensor.accelerometer,0.23942018,9.5385,2.5378537
34378,android.sensor.accelerometer,-0.095768064,9.442732,2.6719291
34431,android.sensor.game_rotation_vector,0.59422,0.063832,0.089548,0.796749
34482,android.sensor.game_rotation_vector,0.59316,0.063791,0.092925,0.797155
34533,android.sensor.orientation,189.31999,-73.85,-0.28
34588,android.sensor.accelerometer,-0.545878,9.212888,2.0111294
34638,android.sensor.accelerometer,-1.1300632,8.762778,2.4037786
34695,android.sensor.accelerometer,0.2681506,9.519346,2.9400797
34748,android.sensor.accelerometer,0.9672575,9.682152,3.169923
34798,android.sensor.accelerometer,0.12449849,9.481039,2.7485435
34848,android.sensor.accelerometer,-0.23942018,9.078813,2.8634653
34898,android.sensor.accelerometer,0.59376204,9.624691,1.9440918
34948,android.sensor.geomagnetic_rotation_vector,0.053172998,0.641334,0.763851,0.048932,0.0
34999,android.sensor.rotation_vector,0.016659,0.630283,0.775815,0.023985,0.0
35050,android.sensor.game_rotation_vector,0.62674,0.123168,0.14509399,0.755628
35102,android.sensor.magnetic_field_uncalibrated,125.75,119.1875,197.4375,124.75,168.25,177.0
35169,android.sensor.orientation,177.93,-81.759995,-1.09
35213,android.sensor.orientation,178.03,-81.74,-1.7099999
35263,android.sensor.rotation_vector,-0.018757,0.648776,0.76072997,0.00514,0.0
35314,android.sensor.orientation,180.47,-77.61,-1.52
-35367,sound,63.369949670460656
35418,android.sensor.accelerometer,-0.62249243,9.471462,1.7908629
35469,android.sensor.accelerometer,-0.7278373,9.088389,2.566584
35518,android.sensor.accelerometer,-0.009576807,9.155427,3.8307228
35568,android.sensor.accelerometer,1.1013328,9.691729,2.930503
35618,android.sensor.geomagnetic_rotation_vector,0.085745,0.548123,0.829609,0.062904,0.0
35686,android.sensor.accelerometer,0.51714754,9.165004,3.6104562
35720,android.sensor.game_rotation_vector,0.618962,0.109378,0.140003,0.765063
35772,android.sensor.orientation,179.23,-80.619995,-0.71999997
35823,android.sensor.orientation,176.67,-81.729996,-0.59
35876,android.sensor.accelerometer,-0.24899697,10.04607,0.81402856
35929,android.sensor.accelerometer,-0.8523358,9.356541,0.6607997
35978,android.sensor.accelerometer,-0.34476504,9.299079,2.4420857
36028,android.sensor.accelerometer,0.2681506,9.595961,3.1028855
36078,android.sensor.accelerometer,0.2777274,9.586384,2.8634653
36128,android.sensor.linear_acceleration,-0.0352,0.101799995,0.30879998
36180,android.sensor.game_rotation_vector,0.607733,0.121096,0.148081,0.770757
36230,android.sensor.game_rotation_vector,0.610002,0.121689,0.148694,0.768751
36280,android.sensor.game_rotation_vector,0.611817,0.122281,0.149088,0.767137
36332,android.sensor.orientation,179.65,-77.409996,-0.63
36382,android.sensor.orientation,179.0,-78.369995,-0.78
36438,android.sensor.accelerometer,0.15322891,9.682152,2.183512
36488,android.sensor.accelerometer,-0.25857377,9.710882,1.0151415
36536,android.sensor.orientation,176.73,-82.67,-1.13
36591,android.sensor.accelerometer,-0.33518824,9.557653,0.5746084
36661,android.sensor.accelerometer,-0.05746084,9.528923,2.5570073
36690,android.sensor.game_rotation_vector,0.625713,0.136013,0.153911,0.752524
36740,android.sensor.game_rotation_vector,0.626601,0.136565,0.15345299,0.751779
36790,android.sensor.gyroscope_uncalibrated,-0.04520403,0.0036651916,0.007330383,0.008552114,0.047647487,-0.0036651916
36842,android.sensor.orientation,178.7,-79.619995,-0.79999995
36892,android.sensor.orientation,178.79,-79.52,-0.68
36948,android.sensor.accelerometer,0.095768064,9.672575,2.3558946
36998,android.sensor.accelerometer,-0.10534488,9.586384,1.5801731
37048,android.sensor.accelerometer,-0.10534488,9.701305,1.6567876
37098,android.sensor.accelerometer,0.076614454,9.797073,0.4309563
37148,android.sensor.accelerometer,-0.06703765,9.768343,2.1547816
37198,android.sensor.accelerometer,-0.30645782,9.682152,0.15322891
37248,android.sensor.accelerometer,-0.11492168,9.509769,1.9728222
37299,android.sensor.rotation_vector,0.015314,-0.649282,-0.760303,0.011655,0.0
37350,android.sensor.game_rotation_vector,0.634559,0.139252,0.15912,0.743386
37400,android.sensor.game_rotation_vector,0.632933,0.138549,0.158414,0.745052
37451,android.sensor.magnetic_field_uncalibrated,125.0,119.1875,196.6875,124.75,168.25,177.0
37502,android.sensor.orientation,178.06999,-80.75,-0.52
37558,android.sensor.accelerometer,-0.34476504,9.844957,1.0342951
37609,android.sensor.accelerometer,0.11492168,9.279925,0.45010993
37658,android.sensor.accelerometer,-0.2681506,9.232041,1.8866309
37708,android.sensor.accelerometer,1.0821792,8.130709,4.309563
37758,android.sensor.accelerometer,0.21068975,8.532935,5.3342814
37808,android.sensor.accelerometer,-0.21068975,7.1155677,9.030929
37858,android.sensor.accelerometer,0.39264908,8.255207,6.2345014
37911,android.sensor.game_rotation_vector,0.445368,-0.00257,0.012221,0.89526
37961,android.sensor.game_rotation_vector,0.441145,-0.00601,0.012241,0.897331
38012,android.sensor.orientation,199.56999,-55.57,-0.62
38062,android.sensor.orientation,198.95999,-58.27,-1.8299999
38118,android.sensor.accelerometer,-0.46926352,8.437167,5.2959743
38168,android.sensor.accelerometer,-0.076614454,9.059659,4.673482
38218,android.sensor.accelerometer,-0.22984336,9.088389,3.6966474
38268,android.sensor.accelerometer,-0.019153614,9.548077,2.6144683
38318,android.sensor.accelerometer,-0.78529817,8.973468,2.528277
-38367,sound,56.33807678751321
38418,android.sensor.accelerometer,-0.45010993,9.3182335,1.5227122
38469,android.sensor.accelerometer,-0.48841715,9.414001,2.480393
38521,android.sensor.game_rotation_vector,0.584001,0.094514,0.084531,0.801788
38573,android.sensor.orientation,188.93,-69.03,-3.37
38623,android.sensor.orientation,189.42,-66.97,-2.95
38677,android.sensor.accelerometer,-0.7469909,8.916007,3.9360676
38728,android.sensor.accelerometer,-0.5363012,8.8777,4.1180267
38778,android.sensor.accelerometer,-0.41180268,9.069236,3.41892
38828,android.sensor.accelerometer,-0.5746084,8.954314,4.1371803
38879,android.sensor.rotation_vector,0.018317,0.556424,0.82638997,0.084472,0.0
38930,android.sensor.geomagnetic_rotation_vector,0.031316,0.563446,0.819577,0.099197,0.0
38981,android.sensor.game_rotation_vector,0.554041,0.08302,0.065583,0.825738
39032,android.sensor.orientation,190.09,-67.86,-3.32
39088,android.sensor.accelerometer,-0.5267244,9.059659,3.620033
39138,android.sensor.accelerometer,-0.59376204,8.973468,4.271256
39188,android.sensor.accelerometer,-0.4309563,9.059659,3.7062242
39238,android.sensor.accelerometer,-0.39264908,9.078813,3.7732618
39288,android.sensor.accelerometer,-0.38307226,9.069236,3.7445314
39339,android.sensor.accelerometer,-0.49799395,9.021352,3.8402996
39392,android.sensor.game_rotation_vector,0.551377,0.071819,0.068636,0.828319
39446,android.sensor.orientation,189.55,-67.76,-2.32
39498,android.sensor.accelerometer,-0.32561144,9.021352,3.8402996
39548,android.sensor.accelerometer,-0.18195933,9.193734,4.3287168
39599,android.sensor.accelerometer,-0.40222588,9.222465,3.1603463
39650,android.sensor.gravity,-0.4001,9.0829,3.6757
39705,android.sensor.game_rotation_vector,0.55563897,0.076024,0.076462,0.824401
39758,android.sensor.accelerometer,-0.19153613,9.136273,3.41892
39808,android.sensor.accelerometer,-0.29688102,9.069236,3.6487634
39859,android.sensor.magnetic_field,7.5625,-52.75,8.0
39911,android.sensor.game_rotation_vector,0.546754,0.070171,0.075231,0.830948
39962,android.sensor.orientation,190.86,-67.119995,-2.02
40013,android.sensor.light,46.0,4923.0,0.0
40068,android.sensor.accelerometer,1.9440918,6.2345014,6.6079965
40118,android.sensor.accelerometer,14.355634,6.943185,7.1059904
40168,android.sensor.accelerometer,9.490616,4.654328,2.681506
40231,android.sensor.gyroscope_uncalibrated,-0.31520647,-4.043928,-0.41905355,0.008552114,0.047647487,-0.0036651916
40288,android.sensor.accelerometer,10.658986,12.248735,-4.1659107
40336,android.sensor.game_rotation_vector,0.461351,-0.467229,-0.110334,0.746108
40388,android.sensor.accelerometer,-5.9663506,-6.215348,13.168109
40438,android.sensor.accelerometer,11.348516,-6.1770406,16.673222
40488,android.sensor.accelerometer,5.267244,-6.933608,10.70687
40539,android.sensor.accelerometer,-3.2465374,8.159439,16.730682
40591,android.sensor.game_rotation_vector,0.21688999,-0.29651,-0.344372,0.863972
40641,android.sensor.game_rotation_vector,0.216819,-0.316283,-0.325568,0.864267
40695,android.sensor.game_rotation_vector,0.222186,-0.313643,-0.36602598,0.847517
40748,android.sensor.accelerometer,3.2752678,6.531382,7.7093296
40798,android.sensor.accelerometer,1.13964,5.45878,9.461885
40848,android.sensor.accelerometer,-0.009576807,3.466804,10.323798
40898,android.sensor.accelerometer,-0.095768064,4.8458643,8.111555
40949,android.sensor.accelerometer,1.0247183,7.4124484,7.1251445
41001,android.sensor.game_rotation_vector,0.266063,-0.412163,-0.544563,0.68027997
41052,android.sensor.gyroscope_uncalibrated,1.028697,-2.2369885,-1.0592403,0.008552114,0.047647487,-0.0036651916
41107,android.sensor.orientation,343.44,-71.549995,2.76
41159,android.sensor.accelerometer,8.475474,14.84405,5.0757074
41211,android.sensor.accelerometer,10.170568,8.408437,0.62249243
41267,android.sensor.orientation,350.82,-90.79,19.65
41318,android.sensor.accelerometer,-3.122039,10.103531,-3.7732618
41368,android.sensor.accelerometer,13.551182,6.991069,-7.9104424
41419,android.sensor.accelerometer,15.571888,2.96881,3.2561142
41472,android.sensor.orientation,264.22998,-109.52,41.309998
41523,android.sensor.orientation,26.47,-117.21999,43.43
41578,android.sensor.accelerometer,-12.162544,23.281218,5.497087
41628,android.sensor.accelerometer,13.512875,2.1260512,-3.86903
41681,android.sensor.accelerometer,9.528923,8.015787,-10.371682
41732,android.sensor.orientation,51.62,-138.14,27.97
41783,android.sensor.orientation,53.26,-139.62,27.98
41832,android.sensor.orientation,59.239998,-151.59,27.92
41888,android.sensor.accelerometer,7.632715,-12.162544,-7.8529816
41938,android.sensor.accelerometer,4.098873,-13.283031,-3.4859576
41989,android.sensor.accelerometer,0.92895025,-9.816227,1.9057846
42040,android.sensor.geomagnetic_rotation_vector,0.674018,-0.686998,0.156953,0.221579,0.0
42092,android.sensor.orientation,118.53,-178.86,-15.95
42143,android.sensor.orientation,126.759995,-170.12,-7.5699997
42198,android.sensor.accelerometer,3.6774938,4.271256,-13.101071
42252,android.sensor.accelerometer,-1.5801731,-0.39264908,-8.446744
42301,android.sensor.accelerometer,-0.60333884,0.39264908,-10.199299
42352,android.sensor.gyroscope,-0.0012217305,0.039095376,-0.010995574
42403,android.sensor.orientation,129.14,-171.62,-3.22
42458,android.sensor.accelerometer,-0.7565677,0.30645782,-9.672575
42509,android.sensor.accelerometer,-0.79487497,0.33518824,-9.710882
